,dates,hour_pt,value,timestep_sum,peak_volumes,peak_hours,peak_norm,site
0,2015-01-02,276,1539.9999999999998,24,360.0,8,0.2337662337662338,sunset
1,2015-01-03,276,1750.0,24,540.0,11,0.30857142857142855,sunset
2,2015-01-06,276,1980.0000000000005,24,660.0000000000001,8,0.3333333333333333,sunset
3,2015-01-07,276,2490.0,24,990.0,11,0.39759036144578314,sunset
4,2015-01-08,276,1520.0000000000002,24,619.9999999999999,7,0.4078947368421052,sunset
5,2015-01-09,276,1660.0,24,640.0000000000001,8,0.3855421686746988,sunset
6,2015-01-10,276,2130.0,24,600.0,13,0.28169014084507044,sunset
7,2015-01-13,276,1750.0,24,720.0,7,0.4114285714285714,sunset
8,2015-01-14,276,1819.9999999999998,24,670.0000000000001,7,0.3681318681318682,sunset
9,2015-01-15,276,1570.0,24,690.0,7,0.43949044585987257,sunset
10,2015-01-16,276,1410.0,24,530.0,8,0.3758865248226951,sunset
11,2015-01-17,276,1759.9999999999998,24,470.00000000000006,11,0.2670454545454546,sunset
12,2015-01-20,276,1460.0000000000005,24,670.0000000000001,7,0.45890410958904104,sunset
13,2015-01-21,276,1900.0,24,610.0000000000001,7,0.32105263157894737,sunset
14,2015-01-22,276,1699.9999999999995,24,710.0,8,0.41764705882352954,sunset
15,2015-01-23,276,1590.0000000000002,24,640.0000000000001,7,0.4025157232704402,sunset
16,2015-01-24,276,1910.0000000000002,24,450.0,11,0.23560209424083767,sunset
17,2015-01-27,276,1869.9999999999998,24,690.0,7,0.36898395721925137,sunset
18,2015-01-28,276,1830.0,24,690.0,7,0.3770491803278688,sunset
19,2015-01-29,276,1850.0000000000002,24,700.0,8,0.37837837837837834,sunset
20,2015-01-30,276,1689.9999999999998,24,680.0,8,0.4023668639053255,sunset
21,2015-01-31,276,2170.0000000000005,24,570.0,17,0.2626728110599078,sunset
22,2015-02-03,276,1660.0,24,610.0000000000001,7,0.3674698795180723,sunset
23,2015-02-04,276,1750.0,24,660.0,7,0.3771428571428571,sunset
24,2015-02-05,276,1680.0,24,640.0000000000001,8,0.380952380952381,sunset
25,2015-02-06,276,1590.0,24,510.0,8,0.32075471698113206,sunset
26,2015-02-07,276,2000.0499999999997,24,520.0000000000001,17,0.259993500162496,sunset
27,2015-02-10,276,1700.0000000000005,24,660.0,8,0.38823529411764696,sunset
28,2015-02-11,276,1430.0,24,650.0,7,0.4545454545454546,sunset
29,2015-02-12,276,1580.0000000000005,24,740.0,7,0.4683544303797468,sunset
30,2015-02-13,276,1419.9999999999998,24,590.0,7,0.41549295774647893,sunset
31,2015-02-14,276,1420.0499999999997,24,420.00000000000006,11,0.29576423365374466,sunset
32,2015-02-17,276,1670.0000000000002,24,530.0,7,0.31736526946107785,sunset
33,2015-02-18,276,1490.0,24,670.0,8,0.44966442953020136,sunset
34,2015-02-19,276,1470.0000000000002,24,560.0,7,0.38095238095238093,sunset
35,2015-02-20,276,1709.9999999999998,24,670.0000000000001,7,0.3918128654970761,sunset
36,2015-02-21,276,1849.8999999999996,24,470.00000000000006,10,0.25406778744797026,sunset
37,2015-02-24,276,1669.9999999999998,24,730.0,8,0.43712574850299407,sunset
38,2015-02-25,276,1620.0,24,540.0,7,0.3333333333333333,sunset
39,2015-02-26,276,1720.0000000000002,24,800.0,7,0.4651162790697674,sunset
40,2015-02-27,276,1840.0,24,620.0,8,0.33695652173913043,sunset
41,2015-02-28,276,1970.0000000000005,24,480.0,10,0.2436548223350253,sunset
42,2015-03-03,276,1569.9999999999998,24,630.0,7,0.4012738853503185,sunset
43,2015-03-04,276,1889.9999999999998,24,830.0,8,0.43915343915343924,sunset
44,2015-03-05,276,1550.0000000000002,24,670.0,8,0.43225806451612897,sunset
45,2015-03-06,276,2219.9999999999995,24,780.0,8,0.3513513513513514,sunset
46,2015-03-07,276,2305.0,24,710.0,12,0.3080260303687636,sunset
47,2015-03-10,276,1880.0000000000002,24,620.0,8,0.32978723404255317,sunset
48,2015-03-11,276,1680.1499999999999,24,590.0,8,0.35115912269737826,sunset
