,dates,hour_pt,value,timestep_sum,peak_volumes,peak_hours,peak_norm,site
0,2014-01-02,276,1200.0,24,530.0,20,0.4416666666666667,stream
1,2014-01-03,276,1289.9999999999998,24,520.0,8,0.4031007751937985,stream
2,2014-01-07,276,2380.0,24,1050.0,20,0.44117647058823534,stream
3,2014-01-08,276,2770.0,24,1009.9999999999999,8,0.36462093862815886,stream
4,2014-01-09,276,2810.0,24,1090.0,8,0.38790035587188615,stream
5,2014-01-10,276,2770.0,24,1009.9999999999999,9,0.36462093862815886,stream
6,2014-01-11,276,2650.0,24,1089.9999999999998,11,0.4113207547169811,stream
7,2014-01-14,276,2570.0,24,950.0000000000001,20,0.36964980544747084,stream
8,2014-01-15,276,2540.0,24,979.9999999999999,8,0.38582677165354323,stream
9,2014-01-16,276,2560.0000000000005,24,970.0000000000001,8,0.37890625,stream
10,2014-01-17,276,2470.0000000000005,24,1040.0000000000002,8,0.4210526315789474,stream
11,2014-01-18,276,3240.0,24,1060.0,17,0.3271604938271605,stream
12,2014-01-23,276,2420.0,24,1009.9999999999999,8,0.4173553719008264,stream
13,2014-01-24,276,2680.0000000000005,24,1089.9999999999998,8,0.40671641791044766,stream
14,2014-01-25,276,2550.0,24,1080.0000000000002,11,0.423529411764706,stream
15,2014-01-28,276,2450.0,24,1089.9999999999998,8,0.44489795918367336,stream
16,2014-01-29,276,2410.0000000000005,24,999.9999999999999,8,0.4149377593360995,stream
17,2014-01-30,276,2790.0,24,1150.0,8,0.4121863799283154,stream
18,2014-01-31,276,2320.0000000000005,24,1020.0,8,0.43965517241379304,stream
19,2014-02-01,276,3050.0,24,1080.0,13,0.3540983606557377,stream
20,2014-02-04,276,2970.0,24,1170.0,8,0.3939393939393939,stream
21,2014-02-05,276,2700.0,24,1220.0,7,0.45185185185185184,stream
22,2014-02-06,276,2820.0,24,1220.0000000000002,8,0.4326241134751774,stream
23,2014-02-07,276,2560.0,24,1160.0,8,0.453125,stream
24,2014-02-08,276,2959.999999999999,24,1240.0,11,0.418918918918919,stream
25,2014-02-11,276,2610.0,24,1060.0,20,0.40613026819923376,stream
26,2014-02-12,276,2499.9999999999995,24,1130.0,8,0.45200000000000007,stream
27,2014-02-13,276,2539.9999999999995,24,1110.0,8,0.4370078740157481,stream
28,2014-02-14,276,2690.0,24,1000.0000000000001,8,0.3717472118959108,stream
29,2014-02-15,276,2610.0,24,1140.0,11,0.4367816091954023,stream
30,2014-02-22,276,2920.0000000000005,24,1040.0,14,0.35616438356164376,stream
31,2014-02-25,276,2770.0000000000005,24,1130.0000000000002,7,0.40794223826714804,stream
32,2014-02-26,276,2640.0000000000005,24,1160.0,7,0.4393939393939393,stream
33,2014-02-27,276,2539.9999999999995,24,1080.0,8,0.4251968503937008,stream
34,2014-02-28,276,2159.9999999999995,24,1010.0000000000001,8,0.4675925925925927,stream
35,2014-03-01,276,2530.0000000000005,24,1200.0,11,0.47430830039525684,stream
36,2014-03-04,276,2460.0000000000005,24,1150.0,8,0.4674796747967479,stream
37,2014-03-05,276,2640.0,24,1050.0,8,0.3977272727272727,stream
38,2014-03-06,276,2410.0,24,1020.0,8,0.4232365145228216,stream
39,2014-03-07,276,2460.0,24,1100.0000000000002,8,0.4471544715447155,stream
40,2014-03-08,276,2620.0,24,1040.0000000000002,11,0.39694656488549623,stream
41,2014-03-11,276,2530.000000000001,24,1010.0000000000001,8,0.3992094861660079,stream
42,2014-03-12,276,2520.0,24,1090.0,8,0.43253968253968256,stream
43,2014-03-13,276,2280.0,24,1010.0000000000001,8,0.4429824561403509,stream
44,2014-03-14,276,2270.0000000000005,24,1080.0,8,0.475770925110132,stream
45,2014-03-15,276,2629.9999999999995,24,960.0,13,0.3650190114068441,stream
46,2014-03-18,276,2590.0,24,1040.0000000000002,8,0.40154440154440163,stream
47,2014-03-19,276,2790.0,24,1149.9999999999998,8,0.41218637992831536,stream
48,2014-03-20,276,2770.0,24,1090.0,8,0.39350180505415167,stream
49,2014-03-21,276,2840.0,24,1250.0,8,0.4401408450704225,stream
50,2014-03-22,276,3040.0000000000005,24,1080.0,11,0.35526315789473684,stream
51,2014-03-25,276,2930.0,24,1100.0000000000002,8,0.3754266211604096,stream
52,2014-03-26,276,3740.0,24,1470.0,9,0.39304812834224595,stream
53,2014-03-27,276,2880.0,24,1230.0,8,0.4270833333333333,stream
54,2014-03-28,276,2900.0,24,1010.0000000000001,8,0.34827586206896555,stream
55,2014-03-29,276,2639.9999999999995,24,999.9999999999999,13,0.3787878787878788,stream
56,2014-04-01,276,2509.9999999999995,24,919.9999999999999,7,0.3665338645418327,stream
57,2014-04-02,276,2419.9999999999995,24,999.9999999999999,8,0.4132231404958678,stream
58,2014-04-03,276,2290.0,24,970.0000000000001,8,0.4235807860262009,stream
59,2014-04-04,276,2340.0000000000005,24,1040.0,8,0.4444444444444443,stream
60,2014-04-05,276,2340.0,24,920.0,10,0.39316239316239315,stream
61,2014-04-08,276,2650.0000000000005,24,840.0000000000001,21,0.3169811320754717,stream
62,2014-04-09,276,2950.0,24,1269.9999999999998,8,0.43050847457627117,stream
63,2014-04-10,276,2750.0,24,980.0000000000001,8,0.3563636363636364,stream
64,2014-04-11,276,2430.0,24,1200.0,8,0.49382716049382713,stream
65,2014-04-12,276,2580.0000000000005,24,1120.0,10,0.4341085271317829,stream
66,2014-04-15,276,2519.9999999999995,24,999.9999999999999,21,0.39682539682539686,stream
67,2014-04-16,276,2539.9999999999995,24,1070.0,8,0.42125984251968507,stream
68,2014-04-17,276,2320.0000000000005,24,940.0,8,0.40517241379310337,stream
69,2014-04-18,276,2400.0,24,1030.0,8,0.4291666666666667,stream
70,2014-04-19,276,2570.0,24,860.0,10,0.3346303501945525,stream
71,2014-04-22,276,2750.0,24,1080.0,8,0.3927272727272727,stream
72,2014-04-23,276,2850.0,24,1170.0,8,0.4105263157894737,stream
73,2014-04-24,276,2800.0,24,1200.0,8,0.4285714285714286,stream
74,2014-04-25,276,2580.0,24,1100.0,8,0.4263565891472868,stream
75,2014-04-26,276,2570.0,24,960.0,12,0.3735408560311284,stream
76,2014-04-29,276,2619.999999999999,24,1100.0,8,0.41984732824427495,stream
77,2014-04-30,276,2380.0000000000005,24,1010.0000000000001,8,0.42436974789915966,stream
78,2014-05-01,276,2740.0000000000005,24,1220.0,8,0.44525547445255464,stream
79,2014-05-02,276,2520.0,24,1089.9999999999998,8,0.4325396825396825,stream
80,2014-05-03,276,2130.0,24,890.0,11,0.4178403755868545,stream
81,2014-05-06,276,2420.0,24,960.0,8,0.396694214876033,stream
82,2014-05-07,276,2499.9999999999995,24,1090.0,8,0.4360000000000001,stream
83,2014-05-08,276,2630.0,24,959.9999999999999,21,0.36501901140684406,stream
84,2014-05-09,276,2670.0000000000005,24,1210.0,8,0.4531835205992509,stream
85,2014-05-10,276,2700.0,24,1150.0,11,0.42592592592592593,stream
86,2014-05-13,276,2730.0,24,1040.0000000000002,8,0.380952380952381,stream
87,2014-05-14,276,2660.0,24,1030.0,7,0.38721804511278196,stream
88,2014-05-15,276,2510.0000000000005,24,990.0,8,0.39442231075697204,stream
89,2014-05-16,276,2269.9999999999995,24,1070.0,7,0.4713656387665199,stream
90,2014-05-17,276,2569.9999999999995,24,1180.0,11,0.4591439688715954,stream
91,2014-05-20,276,3140.0,24,1229.9999999999998,8,0.39171974522292985,stream
92,2014-05-21,276,2840.0000000000005,24,990.0,7,0.34859154929577457,stream
93,2014-05-22,276,2629.999999999999,24,1040.0,8,0.39543726235741455,stream
94,2014-05-23,276,2580.0,24,960.0,8,0.37209302325581395,stream
95,2014-05-24,276,2750.0,24,880.0,10,0.31999999999999995,stream
96,2014-05-27,276,2570.0,24,1030.0,8,0.40077821011673154,stream
97,2014-05-28,276,3250.0000000000005,24,1250.0000000000002,8,0.38461538461538464,stream
98,2014-05-29,276,3050.0,24,1130.0,8,0.37049180327868847,stream
99,2014-05-30,276,2689.9999999999995,24,1200.0,8,0.446096654275093,stream
100,2014-05-31,276,2860.0,24,1120.0,11,0.39160839160839167,stream
101,2014-06-03,276,3040.0000000000005,24,1340.0000000000002,8,0.4407894736842105,stream
102,2014-06-04,276,3019.9999999999995,24,1139.9999999999998,8,0.37748344370860926,stream
103,2014-06-05,276,3040.0,24,1290.0,8,0.4243421052631579,stream
104,2014-06-06,276,2720.0,24,1220.0,8,0.44852941176470584,stream
105,2014-06-07,276,3220.0,24,1140.0,11,0.35403726708074534,stream
106,2014-06-10,276,3100.0000000000005,24,1270.0,8,0.4096774193548387,stream
107,2014-06-11,276,2840.0,24,1199.9999999999998,7,0.4225352112676055,stream
108,2014-06-12,276,2859.9999999999995,24,1160.0,8,0.4055944055944056,stream
109,2014-06-13,276,2870.0,24,1210.0,8,0.42160278745644597,stream
110,2014-06-14,276,2890.0,24,1340.0,11,0.46366782006920415,stream
111,2014-06-17,276,3060.0,24,1280.0000000000002,8,0.4183006535947713,stream
112,2014-06-18,276,3109.9999999999995,24,1350.0,8,0.4340836012861737,stream
113,2014-06-19,276,3220.0,24,1280.0,8,0.39751552795031053,stream
114,2014-06-20,276,2820.0,24,1280.0000000000002,8,0.4539007092198582,stream
115,2014-06-21,276,3049.999999999999,24,1220.0,11,0.4000000000000001,stream
116,2014-06-24,276,3160.000000000001,24,1340.0000000000002,8,0.42405063291139233,stream
117,2014-06-25,276,2730.0,24,1260.0,7,0.46153846153846156,stream
118,2014-06-26,276,2920.0000000000005,24,1220.0,7,0.41780821917808214,stream
119,2014-06-27,276,2509.9999999999995,24,1180.0,8,0.4701195219123507,stream
120,2014-06-28,276,2810.0,24,1140.0,11,0.4056939501779359,stream
121,2014-07-22,276,2959.9999999999995,24,1190.0,8,0.40202702702702703,stream
122,2014-07-23,276,2770.0000000000005,24,1200.0,8,0.43321299638989164,stream
123,2014-07-24,276,2750.0000000000005,24,1300.0,8,0.47272727272727266,stream
124,2014-07-25,276,2530.0,24,1040.0,7,0.41106719367588934,stream
125,2014-07-26,276,2680.0000000000005,24,1130.0,12,0.42164179104477606,stream
126,2014-07-29,276,2609.9999999999995,24,1060.0,7,0.4061302681992338,stream
127,2014-07-30,276,3040.0000000000005,24,1260.0,8,0.41447368421052627,stream
128,2014-07-31,276,2450.0,24,1110.0,7,0.4530612244897959,stream
129,2014-08-01,276,2450.0,24,1070.0,7,0.436734693877551,stream
130,2014-08-02,276,2510.0,24,1040.0000000000002,11,0.41434262948207173,stream
131,2014-08-08,276,2350.0000000000005,24,1100.0000000000002,8,0.46808510638297873,stream
132,2014-08-09,276,2669.999999999999,24,1090.0,10,0.408239700374532,stream
