,dates,value,timestep_sum,peak_volumes,peak_hours,peak_norm,site
0,2018-11-01,4788.856,24,254.01400000000004,19,0.05304273087351134,yesler
1,2018-11-02,4057.3569999999995,24,476.21075000000013,6,0.11736969411368045,yesler
2,2018-11-03,4760.493746931619,24,452.08770408386914,10,0.09496655769693274,yesler
3,2018-11-06,4709.124999999999,24,357.6900625000002,6,0.07595679929923292,yesler
4,2018-11-07,4529.283,24,471.1184374999999,6,0.10401611855563009,yesler
5,2018-11-08,4412.553784921099,24,592.5281653272942,6,0.134282366676668,yesler
6,2018-11-09,4637.456631578948,24,496.9238815789472,6,0.10715439971882951,yesler
7,2018-11-10,5151.596947368421,24,351.4747631578949,9,0.0682263707251861,yesler
8,2018-11-13,5243.359315789473,24,224.63008552631592,7,0.042840872043592576,yesler
9,2018-11-14,4738.433263157894,24,367.8898421052633,20,0.07763955334470318,yesler
10,2018-11-15,4929.670000000001,24,283.9802499999999,6,0.05760634078954571,yesler
11,2018-11-16,3976.927000000001,24,443.47018749999984,6,0.11151076886752001,yesler
12,2018-11-17,4791.411789473684,24,141.15328947368437,10,0.029459644813619637,yesler
13,2018-11-20,4494.155789473684,24,337.89778947368427,6,0.07518604278585898,yesler
14,2018-11-21,4755.3245789473685,24,274.9566414473684,6,0.0578207936982153,yesler
15,2018-11-23,4056.5970000000007,24,166.7610624999999,10,0.04110860963019,yesler
16,2018-11-24,4519.141263157895,24,208.28368421052636,10,0.04608921741582857,yesler
17,2018-11-27,4888.569210526316,24,373.4532730263156,20,0.07639316473666305,yesler
18,2018-11-28,4720.096,24,299.3620000000001,7,0.06342286258584574,yesler
19,2018-11-29,4866.544,24,382.9370000000002,6,0.07868766829191315,yesler
20,2018-11-30,4800.402842105263,24,429.71064473684214,7,0.0895155383560244,yesler
21,2018-12-01,4962.20659672706,24,138.79626311367622,11,0.02797067401531056,yesler
22,2018-12-04,5515.389,24,340.89975,19,0.06180883161641001,yesler
23,2018-12-05,5353.986000000001,24,420.1834999999998,6,0.07848050032256337,yesler
24,2018-12-06,5173.8369999999995,24,412.808375,7,0.07978766532459372,yesler
