,variable,Date,Hour,value,units,site,dates,WeekDay,WeekPart,time stamp
5677,Total.Flow,4/4/2017,11,0.4488,GPM,BuildingB,4/4/2017,3,Weekday,4/4/2017 11:00
5678,Total.Flow,4/4/2017,12,0.187,GPM,BuildingB,4/4/2017,3,Weekday,4/4/2017 12:00
5679,Total.Flow,4/4/2017,13,0.1122,GPM,BuildingB,4/4/2017,3,Weekday,4/4/2017 13:00
5680,Total.Flow,4/4/2017,14,0.1122,GPM,BuildingB,4/4/2017,3,Weekday,4/4/2017 14:00
5681,Total.Flow,4/4/2017,15,0.049866667,GPM,BuildingB,4/4/2017,3,Weekday,4/4/2017 15:00
5682,Total.Flow,4/4/2017,16,0.137133333,GPM,BuildingB,4/4/2017,3,Weekday,4/4/2017 16:00
5683,Total.Flow,4/4/2017,17,0.498666667,GPM,BuildingB,4/4/2017,3,Weekday,4/4/2017 17:00
5684,Total.Flow,4/4/2017,18,0.2992,GPM,BuildingB,4/4/2017,3,Weekday,4/4/2017 18:00
5685,Total.Flow,4/4/2017,19,0.361533333,GPM,BuildingB,4/4/2017,3,Weekday,4/4/2017 19:00
5686,Total.Flow,4/4/2017,20,0.4114,GPM,BuildingB,4/4/2017,3,Weekday,4/4/2017 20:00
5687,Total.Flow,4/4/2017,21,0.1122,GPM,BuildingB,4/4/2017,3,Weekday,4/4/2017 21:00
5688,Total.Flow,4/4/2017,22,0.1122,GPM,BuildingB,4/4/2017,3,Weekday,4/4/2017 22:00
5689,Total.Flow,4/4/2017,23,0.062333333,GPM,BuildingB,4/4/2017,3,Weekday,4/4/2017 23:00
5690,Total.Flow,4/5/2017,0,0.024933333,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 0:00
5691,Total.Flow,4/5/2017,1,0.249333333,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 1:00
5692,Total.Flow,4/5/2017,2,0,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 2:00
5693,Total.Flow,4/5/2017,3,0,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 3:00
5694,Total.Flow,4/5/2017,4,0,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 4:00
5695,Total.Flow,4/5/2017,5,0.1496,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 5:00
5696,Total.Flow,4/5/2017,6,1.0098,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 6:00
5697,Total.Flow,4/5/2017,7,0.423866667,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 7:00
5698,Total.Flow,4/5/2017,8,0.573466667,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 8:00
5699,Total.Flow,4/5/2017,9,0.049866667,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 9:00
5700,Total.Flow,4/5/2017,10,0.249333333,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 10:00
5701,Total.Flow,4/5/2017,11,0.436333333,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 11:00
5702,Total.Flow,4/5/2017,12,0.274266667,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 12:00
5703,Total.Flow,4/5/2017,13,0.137133333,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 13:00
5704,Total.Flow,4/5/2017,14,0.062333333,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 14:00
5705,Total.Flow,4/5/2017,15,0.012466667,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 15:00
5706,Total.Flow,4/5/2017,16,0.199466667,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 16:00
5707,Total.Flow,4/5/2017,17,0.174533333,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 17:00
5708,Total.Flow,4/5/2017,18,0.885133333,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 18:00
5709,Total.Flow,4/5/2017,19,0.398933333,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 19:00
5710,Total.Flow,4/5/2017,20,0.623333333,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 20:00
5711,Total.Flow,4/5/2017,21,0.162066667,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 21:00
5712,Total.Flow,4/5/2017,22,0.162066667,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 22:00
5713,Total.Flow,4/5/2017,23,0.099733333,GPM,BuildingB,4/5/2017,4,Weekday,4/5/2017 23:00
5714,Total.Flow,4/6/2017,0,0,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 0:00
5715,Total.Flow,4/6/2017,1,0.0374,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 1:00
5716,Total.Flow,4/6/2017,2,0,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 2:00
5717,Total.Flow,4/6/2017,3,0.024933333,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 3:00
5718,Total.Flow,4/6/2017,4,0,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 4:00
5719,Total.Flow,4/6/2017,5,0,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 5:00
5720,Total.Flow,4/6/2017,6,0.29945,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 6:00
5721,Total.Flow,4/6/2017,7,2.0196,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 7:00
5722,Total.Flow,4/6/2017,8,0.324133333,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 8:00
5723,Total.Flow,4/6/2017,9,0.436333333,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 9:00
5724,Total.Flow,4/6/2017,10,0.2244,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 10:00
5725,Total.Flow,4/6/2017,11,0.748,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 11:00
5726,Total.Flow,4/6/2017,12,0.137133333,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 12:00
5727,Total.Flow,4/6/2017,13,0.236866667,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 13:00
5728,Total.Flow,4/6/2017,14,0.361533333,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 14:00
5729,Total.Flow,4/6/2017,15,0.062333333,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 15:00
5730,Total.Flow,4/6/2017,16,0.059583333,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 16:00
5731,Total.Flow,4/6/2017,17,0.660733333,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 17:00
5732,Total.Flow,4/6/2017,18,0.099733333,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 18:00
5733,Total.Flow,4/6/2017,19,0.810333333,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 19:00
5734,Total.Flow,4/6/2017,20,0.049866667,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 20:00
5735,Total.Flow,4/6/2017,21,0.124666667,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 21:00
5736,Total.Flow,4/6/2017,22,0.062333333,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 22:00
5737,Total.Flow,4/6/2017,23,0.124666667,GPM,BuildingB,4/6/2017,5,Weekday,4/6/2017 23:00
5738,Total.Flow,4/7/2017,0,0.1122,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 0:00
5739,Total.Flow,4/7/2017,1,0,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 1:00
5740,Total.Flow,4/7/2017,2,0.012466667,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 2:00
5741,Total.Flow,4/7/2017,3,0.012466667,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 3:00
5742,Total.Flow,4/7/2017,4,0,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 4:00
5743,Total.Flow,4/7/2017,5,0.2992,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 5:00
5744,Total.Flow,4/7/2017,6,1.4586,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 6:00
5745,Total.Flow,4/7/2017,7,0.6732,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 7:00
5746,Total.Flow,4/7/2017,8,0.623333333,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 8:00
5747,Total.Flow,4/7/2017,9,0.286733333,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 9:00
5748,Total.Flow,4/7/2017,10,0.286733333,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 10:00
5749,Total.Flow,4/7/2017,11,0.199466667,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 11:00
5750,Total.Flow,4/7/2017,12,0.274266667,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 12:00
5751,Total.Flow,4/7/2017,13,0.1496,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 13:00
5752,Total.Flow,4/7/2017,14,0.1496,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 14:00
5753,Total.Flow,4/7/2017,15,0.137133333,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 15:00
5754,Total.Flow,4/7/2017,16,0.436333333,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 16:00
5755,Total.Flow,4/7/2017,17,0.0748,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 17:00
5756,Total.Flow,4/7/2017,18,0.137133333,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 18:00
5757,Total.Flow,4/7/2017,19,0.748,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 19:00
5758,Total.Flow,4/7/2017,20,0.087266667,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 20:00
5759,Total.Flow,4/7/2017,21,0.1122,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 21:00
5760,Total.Flow,4/7/2017,22,0.349066667,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 22:00
5761,Total.Flow,4/7/2017,23,0.087266667,GPM,BuildingB,4/7/2017,6,Weekend,4/7/2017 23:00
5762,Total.Flow,4/8/2017,0,0.0374,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 0:00
5763,Total.Flow,4/8/2017,1,0.049866667,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 1:00
5764,Total.Flow,4/8/2017,2,0,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 2:00
5765,Total.Flow,4/8/2017,3,0,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 3:00
5766,Total.Flow,4/8/2017,4,0,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 4:00
5767,Total.Flow,4/8/2017,5,0.012466667,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 5:00
5768,Total.Flow,4/8/2017,6,0,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 6:00
5769,Total.Flow,4/8/2017,7,0.0374,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 7:00
5770,Total.Flow,4/8/2017,8,0.385483333,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 8:00
5771,Total.Flow,4/8/2017,9,1.1968,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 9:00
5772,Total.Flow,4/8/2017,10,1.496066667,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 10:00
5773,Total.Flow,4/8/2017,11,0.4114,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 11:00
5774,Total.Flow,4/8/2017,12,0.947466667,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 12:00
5775,Total.Flow,4/8/2017,13,0.2618,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 13:00
5776,Total.Flow,4/8/2017,14,0.1496,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 14:00
5777,Total.Flow,4/8/2017,15,0.274266667,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 15:00
5778,Total.Flow,4/8/2017,16,0.536066667,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 16:00
5779,Total.Flow,4/8/2017,17,0.723066667,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 17:00
5780,Total.Flow,4/8/2017,18,0.660733333,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 18:00
5781,Total.Flow,4/8/2017,19,0.311666667,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 19:00
5782,Total.Flow,4/8/2017,20,0.1496,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 20:00
5783,Total.Flow,4/8/2017,21,0.0748,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 21:00
5784,Total.Flow,4/8/2017,22,0.1122,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 22:00
5785,Total.Flow,4/8/2017,23,0.137133333,GPM,BuildingB,4/8/2017,7,Weekend,4/8/2017 23:00
5786,Total.Flow,4/9/2017,0,0.012466667,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 0:00
5787,Total.Flow,4/9/2017,1,0.0374,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 1:00
5788,Total.Flow,4/9/2017,2,0,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 2:00
5789,Total.Flow,4/9/2017,3,0.024933333,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 3:00
5790,Total.Flow,4/9/2017,4,0,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 4:00
5791,Total.Flow,4/9/2017,5,0,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 5:00
5792,Total.Flow,4/9/2017,6,0.049866667,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 6:00
5793,Total.Flow,4/9/2017,7,0.2244,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 7:00
5794,Total.Flow,4/9/2017,8,1.471066667,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 8:00
5795,Total.Flow,4/9/2017,9,1.446133333,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 9:00
5796,Total.Flow,4/9/2017,10,0.865133333,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 10:00
5797,Total.Flow,4/9/2017,11,0.361533333,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 11:00
5798,Total.Flow,4/9/2017,12,0.461266667,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 12:00
5799,Total.Flow,4/9/2017,13,0.311666667,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 13:00
5800,Total.Flow,4/9/2017,14,0.249333333,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 14:00
5801,Total.Flow,4/9/2017,15,0.2244,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 15:00
5802,Total.Flow,4/9/2017,16,0.2244,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 16:00
5803,Total.Flow,4/9/2017,17,0.062333333,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 17:00
5804,Total.Flow,4/9/2017,18,0.099733333,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 18:00
5805,Total.Flow,4/9/2017,19,0.461266667,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 19:00
5806,Total.Flow,4/9/2017,20,0.374,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 20:00
5807,Total.Flow,4/9/2017,21,0.4488,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 21:00
5808,Total.Flow,4/9/2017,22,0.360066667,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 22:00
5809,Total.Flow,4/9/2017,23,0.0748,GPM,BuildingB,4/9/2017,1,Weekday,4/9/2017 23:00
5810,Total.Flow,4/10/2017,0,0.012466667,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 0:00
5811,Total.Flow,4/10/2017,1,0,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 1:00
5812,Total.Flow,4/10/2017,2,0.024933333,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 2:00
5813,Total.Flow,4/10/2017,3,0,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 3:00
5814,Total.Flow,4/10/2017,4,0,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 4:00
5815,Total.Flow,4/10/2017,5,0,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 5:00
5816,Total.Flow,4/10/2017,6,1.396266667,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 6:00
5817,Total.Flow,4/10/2017,7,1.246666667,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 7:00
5818,Total.Flow,4/10/2017,8,0.286733333,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 8:00
5819,Total.Flow,4/10/2017,9,0.573466667,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 9:00
5820,Total.Flow,4/10/2017,10,0.361533333,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 10:00
5821,Total.Flow,4/10/2017,11,0.099733333,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 11:00
5822,Total.Flow,4/10/2017,12,0.337033333,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 12:00
5823,Total.Flow,4/10/2017,13,0.4114,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 13:00
5824,Total.Flow,4/10/2017,14,0.4114,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 14:00
5825,Total.Flow,4/10/2017,15,0.2618,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 15:00
5826,Total.Flow,4/10/2017,16,0.087266667,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 16:00
5827,Total.Flow,4/10/2017,17,0.361533333,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 17:00
5828,Total.Flow,4/10/2017,18,0.623333333,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 18:00
5829,Total.Flow,4/10/2017,19,0.286733333,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 19:00
5830,Total.Flow,4/10/2017,20,0.211933333,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 20:00
5831,Total.Flow,4/10/2017,21,0.685666667,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 21:00
5832,Total.Flow,4/10/2017,22,0.4488,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 22:00
5833,Total.Flow,4/10/2017,23,0.099733333,GPM,BuildingB,4/10/2017,2,Weekday,4/10/2017 23:00
5834,Total.Flow,4/11/2017,0,0.0374,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 0:00
5835,Total.Flow,4/11/2017,1,0.024933333,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 1:00
5836,Total.Flow,4/11/2017,2,0.236866667,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 2:00
5837,Total.Flow,4/11/2017,3,0,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 3:00
5838,Total.Flow,4/11/2017,4,0,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 4:00
5839,Total.Flow,4/11/2017,5,0.099733333,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 5:00
5840,Total.Flow,4/11/2017,6,0.249333333,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 6:00
5841,Total.Flow,4/11/2017,7,2.755133333,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 7:00
5842,Total.Flow,4/11/2017,8,0.324133333,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 8:00
5843,Total.Flow,4/11/2017,9,0.3366,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 9:00
5844,Total.Flow,4/11/2017,10,0.5236,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 10:00
5845,Total.Flow,4/11/2017,11,0.457983333,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 11:00
5846,Total.Flow,4/11/2017,12,0.174533333,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 12:00
5847,Total.Flow,4/11/2017,13,0.249333333,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 13:00
5848,Total.Flow,4/11/2017,14,0.099733333,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 14:00
5849,Total.Flow,4/11/2017,15,0.099733333,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 15:00
5850,Total.Flow,4/11/2017,16,0.124666667,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 16:00
5851,Total.Flow,4/11/2017,17,0.610866667,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 17:00
5852,Total.Flow,4/11/2017,18,0.311666667,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 18:00
5853,Total.Flow,4/11/2017,19,0.660733333,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 19:00
5854,Total.Flow,4/11/2017,20,0.187,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 20:00
5855,Total.Flow,4/11/2017,21,0.4114,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 21:00
5856,Total.Flow,4/11/2017,22,0.286733333,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 22:00
5857,Total.Flow,4/11/2017,23,0.286733333,GPM,BuildingB,4/11/2017,3,Weekday,4/11/2017 23:00
5858,Total.Flow,4/12/2017,0,0.1122,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 0:00
5859,Total.Flow,4/12/2017,1,0,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 1:00
5860,Total.Flow,4/12/2017,2,0,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 2:00
5861,Total.Flow,4/12/2017,3,0.274266667,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 3:00
5862,Total.Flow,4/12/2017,4,0,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 4:00
5863,Total.Flow,4/12/2017,5,0,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 5:00
5864,Total.Flow,4/12/2017,6,0.3366,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 6:00
5865,Total.Flow,4/12/2017,7,2.181666667,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 7:00
5866,Total.Flow,4/12/2017,8,0.124666667,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 8:00
5867,Total.Flow,4/12/2017,9,0.2992,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 9:00
5868,Total.Flow,4/12/2017,10,0.5236,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 10:00
5869,Total.Flow,4/12/2017,11,0.886783333,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 11:00
5870,Total.Flow,4/12/2017,12,0.2618,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 12:00
5871,Total.Flow,4/12/2017,13,0.847733333,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 13:00
5872,Total.Flow,4/12/2017,14,0.2244,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 14:00
5873,Total.Flow,4/12/2017,15,0.2618,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 15:00
5874,Total.Flow,4/12/2017,16,0.049866667,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 16:00
5875,Total.Flow,4/12/2017,17,0.087266667,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 17:00
5876,Total.Flow,4/12/2017,18,0.959933333,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 18:00
5877,Total.Flow,4/12/2017,19,0.311666667,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 19:00
5878,Total.Flow,4/12/2017,20,0.423866667,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 20:00
5879,Total.Flow,4/12/2017,21,0.174533333,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 21:00
5880,Total.Flow,4/12/2017,22,0.2244,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 22:00
5881,Total.Flow,4/12/2017,23,0.049866667,GPM,BuildingB,4/12/2017,4,Weekday,4/12/2017 23:00
5882,Total.Flow,4/13/2017,0,0,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 0:00
5883,Total.Flow,4/13/2017,1,0.012466667,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 1:00
5884,Total.Flow,4/13/2017,2,0,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 2:00
5885,Total.Flow,4/13/2017,3,0,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 3:00
5886,Total.Flow,4/13/2017,4,0,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 4:00
5887,Total.Flow,4/13/2017,5,0,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 5:00
5888,Total.Flow,4/13/2017,6,1.520933333,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 6:00
5889,Total.Flow,4/13/2017,7,0.473733333,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 7:00
5890,Total.Flow,4/13/2017,8,0.187,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 8:00
5891,Total.Flow,4/13/2017,9,0.249333333,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 9:00
5892,Total.Flow,4/13/2017,10,0.922533333,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 10:00
5893,Total.Flow,4/13/2017,11,0.174533333,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 11:00
5894,Total.Flow,4/13/2017,12,0.573466667,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 12:00
5895,Total.Flow,4/13/2017,13,0.18865,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 13:00
5896,Total.Flow,4/13/2017,14,0.174533333,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 14:00
5897,Total.Flow,4/13/2017,15,0.286733333,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 15:00
5898,Total.Flow,4/13/2017,16,0.211933333,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 16:00
5899,Total.Flow,4/13/2017,17,0.324133333,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 17:00
5900,Total.Flow,4/13/2017,18,0.249333333,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 18:00
5901,Total.Flow,4/13/2017,19,0.885133333,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 19:00
5902,Total.Flow,4/13/2017,20,0.386466667,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 20:00
5903,Total.Flow,4/13/2017,21,0.349066667,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 21:00
5904,Total.Flow,4/13/2017,22,0.174533333,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 22:00
5905,Total.Flow,4/13/2017,23,0.187,GPM,BuildingB,4/13/2017,5,Weekday,4/13/2017 23:00
5906,Total.Flow,4/14/2017,0,0.049866667,GPM,BuildingB,4/14/2017,6,Weekend,4/14/2017 0:00
5907,Total.Flow,4/14/2017,1,0,GPM,BuildingB,4/14/2017,6,Weekend,4/14/2017 1:00
5908,Total.Flow,4/14/2017,2,0,GPM,BuildingB,4/14/2017,6,Weekend,4/14/2017 2:00
5909,Total.Flow,4/14/2017,3,0,GPM,BuildingB,4/14/2017,6,Weekend,4/14/2017 3:00
5910,Total.Flow,4/14/2017,4,0,GPM,BuildingB,4/14/2017,6,Weekend,4/14/2017 4:00
5911,Total.Flow,4/14/2017,5,0,GPM,BuildingB,4/14/2017,6,Weekend,4/14/2017 5:00
5912,Total.Flow,4/14/2017,6,0.236866667,GPM,BuildingB,4/14/2017,6,Weekend,4/14/2017 6:00
