,variable,Date,Hour,value,units,site,dates,WeekDay,WeekPart,time stamp
1199,Total.Flow,9/29/2016,17,0.211933333,GPM,BuildingB,9/29/2016,5,Weekday,9/29/2016 17:00
1200,Total.Flow,9/29/2016,18,0.311666667,GPM,BuildingB,9/29/2016,5,Weekday,9/29/2016 18:00
1201,Total.Flow,9/29/2016,19,0.610866667,GPM,BuildingB,9/29/2016,5,Weekday,9/29/2016 19:00
1202,Total.Flow,9/29/2016,20,0.0748,GPM,BuildingB,9/29/2016,5,Weekday,9/29/2016 20:00
1203,Total.Flow,9/29/2016,21,0.1496,GPM,BuildingB,9/29/2016,5,Weekday,9/29/2016 21:00
1204,Total.Flow,9/29/2016,22,0.1122,GPM,BuildingB,9/29/2016,5,Weekday,9/29/2016 22:00
1205,Total.Flow,9/29/2016,23,0.024933333,GPM,BuildingB,9/29/2016,5,Weekday,9/29/2016 23:00
1206,Total.Flow,9/30/2016,0,0.274266667,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 0:00
1207,Total.Flow,9/30/2016,1,0,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 1:00
1208,Total.Flow,9/30/2016,2,0.012466667,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 2:00
1209,Total.Flow,9/30/2016,3,0,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 3:00
1210,Total.Flow,9/30/2016,4,0,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 4:00
1211,Total.Flow,9/30/2016,5,0.012466667,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 5:00
1212,Total.Flow,9/30/2016,6,0.2618,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 6:00
1213,Total.Flow,9/30/2016,7,1.957266667,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 7:00
1214,Total.Flow,9/30/2016,8,0.760466667,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 8:00
1215,Total.Flow,9/30/2016,9,0.274266667,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 9:00
1216,Total.Flow,9/30/2016,10,0.436333333,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 10:00
1217,Total.Flow,9/30/2016,11,0.1122,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 11:00
1218,Total.Flow,9/30/2016,12,0.236866667,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 12:00
1219,Total.Flow,9/30/2016,13,0.1122,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 13:00
1220,Total.Flow,9/30/2016,14,0.137133333,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 14:00
1221,Total.Flow,9/30/2016,15,0.372966667,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 15:00
1222,Total.Flow,9/30/2016,16,0.236866667,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 16:00
1223,Total.Flow,9/30/2016,17,0.374,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 17:00
1224,Total.Flow,9/30/2016,18,0.398933333,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 18:00
1225,Total.Flow,9/30/2016,19,0.748,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 19:00
1226,Total.Flow,9/30/2016,20,0.249333333,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 20:00
1227,Total.Flow,9/30/2016,21,0.1617,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 21:00
1228,Total.Flow,9/30/2016,22,0.199466667,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 22:00
1229,Total.Flow,9/30/2016,23,0.162066667,GPM,BuildingB,9/30/2016,6,Weekend,9/30/2016 23:00
1230,Total.Flow,10/1/2016,0,0.049866667,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 0:00
1231,Total.Flow,10/1/2016,1,0.012466667,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 1:00
1232,Total.Flow,10/1/2016,2,0.012466667,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 2:00
1233,Total.Flow,10/1/2016,3,0,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 3:00
1234,Total.Flow,10/1/2016,4,0,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 4:00
1235,Total.Flow,10/1/2016,5,0.012466667,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 5:00
1236,Total.Flow,10/1/2016,6,0.1122,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 6:00
1237,Total.Flow,10/1/2016,7,0.623333333,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 7:00
1238,Total.Flow,10/1/2016,8,0.654847458,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 8:00
1239,Total.Flow,10/1/2016,9,0.498666667,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 9:00
1240,Total.Flow,10/1/2016,10,0.349066667,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 10:00
1241,Total.Flow,10/1/2016,11,0.935016667,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 11:00
1242,Total.Flow,10/1/2016,12,1.820133333,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 12:00
1243,Total.Flow,10/1/2016,13,0.536066667,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 13:00
1244,Total.Flow,10/1/2016,14,0.236866667,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 14:00
1245,Total.Flow,10/1/2016,15,0.698133333,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 15:00
1246,Total.Flow,10/1/2016,16,0.4114,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 16:00
1247,Total.Flow,10/1/2016,17,0.810333333,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 17:00
1248,Total.Flow,10/1/2016,18,0.511133333,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 18:00
1249,Total.Flow,10/1/2016,19,0.2618,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 19:00
1250,Total.Flow,10/1/2016,20,0.423866667,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 20:00
1251,Total.Flow,10/1/2016,21,0.236866667,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 21:00
1252,Total.Flow,10/1/2016,22,0.099733333,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 22:00
1253,Total.Flow,10/1/2016,23,0.1122,GPM,BuildingB,10/1/2016,7,Weekend,10/1/2016 23:00
1254,Total.Flow,10/2/2016,0,0.024933333,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 0:00
1255,Total.Flow,10/2/2016,1,0.012466667,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 1:00
1256,Total.Flow,10/2/2016,2,0,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 2:00
1257,Total.Flow,10/2/2016,3,0,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 3:00
1258,Total.Flow,10/2/2016,4,0.024933333,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 4:00
1259,Total.Flow,10/2/2016,5,0,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 5:00
1260,Total.Flow,10/2/2016,6,0.012466667,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 6:00
1261,Total.Flow,10/2/2016,7,0.423866667,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 7:00
1262,Total.Flow,10/2/2016,8,0.887216667,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 8:00
1263,Total.Flow,10/2/2016,9,0.585933333,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 9:00
1264,Total.Flow,10/2/2016,10,0.772933333,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 10:00
1265,Total.Flow,10/2/2016,11,1.072133333,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 11:00
1266,Total.Flow,10/2/2016,12,0.723066667,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 12:00
1267,Total.Flow,10/2/2016,13,0.199466667,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 13:00
1268,Total.Flow,10/2/2016,14,0.436333333,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 14:00
1269,Total.Flow,10/2/2016,15,0.349066667,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 15:00
1270,Total.Flow,10/2/2016,16,0.099733333,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 16:00
1271,Total.Flow,10/2/2016,17,0.224416667,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 17:00
1272,Total.Flow,10/2/2016,18,0.573466667,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 18:00
1273,Total.Flow,10/2/2016,19,0.660733333,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 19:00
1274,Total.Flow,10/2/2016,20,0.2992,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 20:00
1275,Total.Flow,10/2/2016,21,0.511133333,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 21:00
1276,Total.Flow,10/2/2016,22,0.174533333,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 22:00
1277,Total.Flow,10/2/2016,23,0.187,GPM,BuildingB,10/2/2016,1,Weekday,10/2/2016 23:00
1278,Total.Flow,10/3/2016,0,0,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 0:00
1279,Total.Flow,10/3/2016,1,0.024933333,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 1:00
1280,Total.Flow,10/3/2016,2,0.012466667,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 2:00
1281,Total.Flow,10/3/2016,3,0,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 3:00
1282,Total.Flow,10/3/2016,4,0,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 4:00
1283,Total.Flow,10/3/2016,5,0.099733333,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 5:00
1284,Total.Flow,10/3/2016,6,1.022266667,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 6:00
1285,Total.Flow,10/3/2016,7,1.7578,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 7:00
1286,Total.Flow,10/3/2016,8,1.6456,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 8:00
1287,Total.Flow,10/3/2016,9,0.461266667,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 9:00
1288,Total.Flow,10/3/2016,10,0.324133333,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 10:00
1289,Total.Flow,10/3/2016,11,0.473733333,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 11:00
1290,Total.Flow,10/3/2016,12,0.436333333,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 12:00
1291,Total.Flow,10/3/2016,13,0.249333333,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 13:00
1292,Total.Flow,10/3/2016,14,0.1122,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 14:00
1293,Total.Flow,10/3/2016,15,0.0748,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 15:00
1294,Total.Flow,10/3/2016,16,0.162066667,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 16:00
1295,Total.Flow,10/3/2016,17,0.162066667,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 17:00
1296,Total.Flow,10/3/2016,18,0.7106,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 18:00
1297,Total.Flow,10/3/2016,19,0.835266667,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 19:00
1298,Total.Flow,10/3/2016,20,0.4488,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 20:00
1299,Total.Flow,10/3/2016,21,0.162066667,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 21:00
1300,Total.Flow,10/3/2016,22,0.1122,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 22:00
1301,Total.Flow,10/3/2016,23,0,GPM,BuildingB,10/3/2016,2,Weekday,10/3/2016 23:00
1302,Total.Flow,10/4/2016,0,0.049866667,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 0:00
1303,Total.Flow,10/4/2016,1,0.024933333,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 1:00
1304,Total.Flow,10/4/2016,2,0.012466667,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 2:00
1305,Total.Flow,10/4/2016,3,0,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 3:00
1306,Total.Flow,10/4/2016,4,0.012466667,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 4:00
1307,Total.Flow,10/4/2016,5,0.349066667,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 5:00
1308,Total.Flow,10/4/2016,6,0.137133333,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 6:00
1309,Total.Flow,10/4/2016,7,0.361533333,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 7:00
1310,Total.Flow,10/4/2016,8,2.032066667,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 8:00
1311,Total.Flow,10/4/2016,9,0.4862,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 9:00
1312,Total.Flow,10/4/2016,10,0.810333333,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 10:00
1313,Total.Flow,10/4/2016,11,0.249333333,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 11:00
1314,Total.Flow,10/4/2016,12,0.374,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 12:00
1315,Total.Flow,10/4/2016,13,0.361533333,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 13:00
1316,Total.Flow,10/4/2016,14,0.324133333,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 14:00
1317,Total.Flow,10/4/2016,15,0.211933333,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 15:00
1318,Total.Flow,10/4/2016,16,0.561,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 16:00
1319,Total.Flow,10/4/2016,17,0.311666667,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 17:00
1320,Total.Flow,10/4/2016,18,0.361533333,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 18:00
1321,Total.Flow,10/4/2016,19,0.561,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 19:00
1322,Total.Flow,10/4/2016,20,0.398933333,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 20:00
1323,Total.Flow,10/4/2016,21,0.2992,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 21:00
1324,Total.Flow,10/4/2016,22,0.399033333,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 22:00
1325,Total.Flow,10/4/2016,23,0.0748,GPM,BuildingB,10/4/2016,3,Weekday,10/4/2016 23:00
1326,Total.Flow,10/5/2016,0,0.024933333,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 0:00
1327,Total.Flow,10/5/2016,1,0,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 1:00
1328,Total.Flow,10/5/2016,2,0,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 2:00
1329,Total.Flow,10/5/2016,3,0,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 3:00
1330,Total.Flow,10/5/2016,4,0,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 4:00
1331,Total.Flow,10/5/2016,5,0,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 5:00
1332,Total.Flow,10/5/2016,6,0.698133333,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 6:00
1333,Total.Flow,10/5/2016,7,1.96875,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 7:00
1334,Total.Flow,10/5/2016,8,0.772933333,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 8:00
1335,Total.Flow,10/5/2016,9,0.585933333,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 9:00
1336,Total.Flow,10/5/2016,10,0.723066667,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 10:00
1337,Total.Flow,10/5/2016,11,0.374,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 11:00
1338,Total.Flow,10/5/2016,12,0.274266667,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 12:00
1339,Total.Flow,10/5/2016,13,0.274266667,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 13:00
1340,Total.Flow,10/5/2016,14,0.2244,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 14:00
1341,Total.Flow,10/5/2016,15,0.124666667,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 15:00
1342,Total.Flow,10/5/2016,16,0.187,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 16:00
1343,Total.Flow,10/5/2016,17,0.374,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 17:00
1344,Total.Flow,10/5/2016,18,0.872666667,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 18:00
1345,Total.Flow,10/5/2016,19,0.423866667,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 19:00
1346,Total.Flow,10/5/2016,20,0.361533333,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 20:00
1347,Total.Flow,10/5/2016,21,0.174966667,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 21:00
1348,Total.Flow,10/5/2016,22,0.4114,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 22:00
1349,Total.Flow,10/5/2016,23,0.087266667,GPM,BuildingB,10/5/2016,4,Weekday,10/5/2016 23:00
1350,Total.Flow,10/6/2016,0,0.012466667,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 0:00
1351,Total.Flow,10/6/2016,1,0.024933333,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 1:00
1352,Total.Flow,10/6/2016,2,0,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 2:00
1353,Total.Flow,10/6/2016,3,0,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 3:00
1354,Total.Flow,10/6/2016,4,0,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 4:00
1355,Total.Flow,10/6/2016,5,0.012466667,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 5:00
1356,Total.Flow,10/6/2016,6,0.511133333,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 6:00
1357,Total.Flow,10/6/2016,7,1.221733333,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 7:00
1358,Total.Flow,10/6/2016,8,2.069466667,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 8:00
1359,Total.Flow,10/6/2016,9,1.1968,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 9:00
1360,Total.Flow,10/6/2016,10,0.398933333,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 10:00
1361,Total.Flow,10/6/2016,11,0.211933333,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 11:00
1362,Total.Flow,10/6/2016,12,0.187,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 12:00
1363,Total.Flow,10/6/2016,13,0.211933333,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 13:00
1364,Total.Flow,10/6/2016,14,0.1496,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 14:00
1365,Total.Flow,10/6/2016,15,0.162066667,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 15:00
1366,Total.Flow,10/6/2016,16,0.174533333,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 16:00
1367,Total.Flow,10/6/2016,17,0.498666667,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 17:00
1368,Total.Flow,10/6/2016,18,0.473733333,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 18:00
1369,Total.Flow,10/6/2016,19,0.249333333,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 19:00
1370,Total.Flow,10/6/2016,20,0.461266667,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 20:00
1371,Total.Flow,10/6/2016,21,0.187,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 21:00
1372,Total.Flow,10/6/2016,22,0.274266667,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 22:00
1373,Total.Flow,10/6/2016,23,0.236866667,GPM,BuildingB,10/6/2016,5,Weekday,10/6/2016 23:00
1374,Total.Flow,10/7/2016,0,0,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 0:00
1375,Total.Flow,10/7/2016,1,0,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 1:00
1376,Total.Flow,10/7/2016,2,0,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 2:00
1377,Total.Flow,10/7/2016,3,0.274266667,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 3:00
1378,Total.Flow,10/7/2016,4,0.012466667,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 4:00
1379,Total.Flow,10/7/2016,5,0,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 5:00
1380,Total.Flow,10/7/2016,6,0.2618,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 6:00
1381,Total.Flow,10/7/2016,7,1.508466667,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 7:00
1382,Total.Flow,10/7/2016,8,0.5236,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 8:00
1383,Total.Flow,10/7/2016,9,0.548533333,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 9:00
1384,Total.Flow,10/7/2016,10,0.716833333,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 10:00
1385,Total.Flow,10/7/2016,11,0.1122,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 11:00
1386,Total.Flow,10/7/2016,12,0.324133333,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 12:00
1387,Total.Flow,10/7/2016,13,0.436333333,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 13:00
1388,Total.Flow,10/7/2016,14,0.4114,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 14:00
1389,Total.Flow,10/7/2016,15,0.174533333,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 15:00
1390,Total.Flow,10/7/2016,16,0.286733333,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 16:00
1391,Total.Flow,10/7/2016,17,0.211933333,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 17:00
1392,Total.Flow,10/7/2016,18,1.0846,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 18:00
1393,Total.Flow,10/7/2016,19,0.7854,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 19:00
1394,Total.Flow,10/7/2016,20,1.146933333,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 20:00
1395,Total.Flow,10/7/2016,21,0.3366,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 21:00
1396,Total.Flow,10/7/2016,22,0.187,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 22:00
1397,Total.Flow,10/7/2016,23,0.236866667,GPM,BuildingB,10/7/2016,6,Weekend,10/7/2016 23:00
1398,Total.Flow,10/8/2016,0,0.024933333,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 0:00
1399,Total.Flow,10/8/2016,1,0,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 1:00
1400,Total.Flow,10/8/2016,2,0,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 2:00
1401,Total.Flow,10/8/2016,3,0,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 3:00
1402,Total.Flow,10/8/2016,4,0,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 4:00
1403,Total.Flow,10/8/2016,5,0,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 5:00
1404,Total.Flow,10/8/2016,6,0,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 6:00
1405,Total.Flow,10/8/2016,7,0.548533333,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 7:00
1406,Total.Flow,10/8/2016,8,1.209266667,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 8:00
1407,Total.Flow,10/8/2016,9,0.947466667,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 9:00
1408,Total.Flow,10/8/2016,10,0.5236,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 10:00
1409,Total.Flow,10/8/2016,11,1.867423729,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 11:00
1410,Total.Flow,10/8/2016,12,1.209483333,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 12:00
1411,Total.Flow,10/8/2016,13,0.361533333,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 13:00
1412,Total.Flow,10/8/2016,14,0.2244,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 14:00
1413,Total.Flow,10/8/2016,15,0.374,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 15:00
1414,Total.Flow,10/8/2016,16,0.236866667,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 16:00
1415,Total.Flow,10/8/2016,17,0.187,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 17:00
1416,Total.Flow,10/8/2016,18,1.2342,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 18:00
1417,Total.Flow,10/8/2016,19,0.361533333,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 19:00
1418,Total.Flow,10/8/2016,20,0.2992,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 20:00
1419,Total.Flow,10/8/2016,21,0.137133333,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 21:00
1420,Total.Flow,10/8/2016,22,0.386466667,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 22:00
1421,Total.Flow,10/8/2016,23,0.286733333,GPM,BuildingB,10/8/2016,7,Weekend,10/8/2016 23:00
1422,Total.Flow,10/9/2016,0,0.024933333,GPM,BuildingB,10/9/2016,1,Weekday,10/9/2016 0:00
1423,Total.Flow,10/9/2016,1,0.124666667,GPM,BuildingB,10/9/2016,1,Weekday,10/9/2016 1:00
1424,Total.Flow,10/9/2016,2,0,GPM,BuildingB,10/9/2016,1,Weekday,10/9/2016 2:00
1425,Total.Flow,10/9/2016,3,0,GPM,BuildingB,10/9/2016,1,Weekday,10/9/2016 3:00
1426,Total.Flow,10/9/2016,4,0,GPM,BuildingB,10/9/2016,1,Weekday,10/9/2016 4:00
1427,Total.Flow,10/9/2016,5,0,GPM,BuildingB,10/9/2016,1,Weekday,10/9/2016 5:00
1428,Total.Flow,10/9/2016,6,0,GPM,BuildingB,10/9/2016,1,Weekday,10/9/2016 6:00
1429,Total.Flow,10/9/2016,7,0.0374,GPM,BuildingB,10/9/2016,1,Weekday,10/9/2016 7:00
1430,Total.Flow,10/9/2016,8,0.5984,GPM,BuildingB,10/9/2016,1,Weekday,10/9/2016 8:00
1431,Total.Flow,10/9/2016,9,0.723066667,GPM,BuildingB,10/9/2016,1,Weekday,10/9/2016 9:00
1432,Total.Flow,10/9/2016,10,0.5984,GPM,BuildingB,10/9/2016,1,Weekday,10/9/2016 10:00
1433,Total.Flow,10/9/2016,11,0.548533333,GPM,BuildingB,10/9/2016,1,Weekday,10/9/2016 11:00
1434,Total.Flow,10/9/2016,12,1.209266667,GPM,BuildingB,10/9/2016,1,Weekday,10/9/2016 12:00
