,dates,value,Hour,WeekDay,timestep_sum,peak_volumes,peak_hours,peak_norm,site
25,2019-04-24,1152.3874999999996,276,96,24,36.32475000000003,16,0.03283468559837732,ejames
26,2019-04-25,1246.6666666666677,276,120,24,135.3880000000002,8,0.11312500000000009,ejames
27,2019-04-26,1369.7750000000012,276,144,24,66.85249999999962,8,0.0508390216154718,ejames
28,2019-04-27,1234.2010416666665,276,168,24,86.01962499999988,8,0.07260063232539936,ejames
29,2019-04-30,1488.2083333333337,276,72,24,122.01750000000004,8,0.08540575916230367,ejames
30,2019-05-01,1432.8875,276,96,24,74.33250000000004,8,0.05403752039151716,ejames
31,2019-05-02,1206.1645833333328,276,120,24,21.31625000000007,17,0.018409118780431846,ejames
32,2019-05-03,1310.5583333333338,276,144,24,77.51150000000032,7,0.06160820451843067,ejames
33,2019-05-04,1284.8458333333333,276,168,24,96.25825,8,0.0780397210430564,ejames
34,2019-05-07,1245.1083333333331,276,72,24,149.7870000000002,8,0.12531289111389254,ejames
35,2019-05-08,1277.8468750000013,276,96,24,18.325187500000126,18,0.014938203749308212,ejames
36,2019-05-09,1207.708333333333,276,120,24,110.98450000000024,8,0.09572580645161312,ejames
37,2019-05-10,1283.2875,276,144,24,82.32675000000002,8,0.06682604735883427,ejames
38,2019-05-11,1268.4833333333333,276,168,24,48.80699999999982,13,0.04007985257985243,ejames
39,2019-05-14,1136.025000000001,276,72,24,87.79650000000032,8,0.08050411522633769,ejames
40,2019-05-15,1294.1958333333343,276,96,24,71.29375,8,0.0573826008428657,ejames
41,2019-05-16,1125.117708333333,276,120,24,47.12374999999964,8,0.04362853701418244,ejames
42,2019-05-17,1298.870833333334,276,144,24,150.67525000000006,9,0.12083833233353328,ejames
43,2019-05-18,966.9354166666664,276,168,24,60.915875000000014,12,0.06562386211592039,ejames
44,2019-05-21,1135.245833333333,276,72,24,38.80250000000005,14,0.03560398078242971,ejames
45,2019-05-22,1176.5416666666665,276,96,24,100.13850000000005,9,0.08865894039735106,ejames
46,2019-05-23,1144.5958333333333,276,120,24,85.08499999999964,9,0.07743362831858375,ejames
47,2019-05-24,1058.1083333333331,276,144,24,51.79899999999981,9,0.050994108983799524,ejames
48,2019-05-25,1026.9416666666666,276,168,24,30.854999999999798,16,0.03129742033383895,ejames
49,2019-05-28,1189.0083333333337,276,72,24,67.7875,18,0.05938728702490168,ejames
50,2019-05-29,1581.7083333333333,276,96,24,62.17750000000001,21,0.04094827586206897,ejames
51,2019-05-30,1733.6333333333341,276,120,24,75.4560000000001,22,0.045338306831509974,ejames
52,2019-05-31,1597.3052083333334,276,144,24,33.56568749999982,10,0.021889528457108304,ejames
53,2019-06-01,1477.3000000000002,276,168,24,44.131999999999785,16,0.031118143459915454,ejames
54,2019-06-19,1232.6416666666676,276,96,24,90.60150000000014,9,0.07656447534766125,ejames
55,2019-06-20,1245.1083333333327,276,120,24,146.51449999999988,8,0.12257509386733412,ejames
56,2019-06-21,1136.0250000000003,276,144,24,88.07699999999997,9,0.08076131687242794,ejames
57,2019-06-22,1182.7749999999999,276,168,24,43.570999999999835,10,0.038372859025032804,ejames
58,2019-06-25,1464.807291666668,276,72,24,82.28312499999984,8,0.05851390079041951,ejames
59,2019-06-26,1676.7666666666657,276,96,24,47.872000000000035,20,0.029739776951672903,ejames
60,2019-06-27,1367.4375,276,120,24,74.23900000000017,8,0.05655270655270668,ejames
61,2019-06-28,1623.7968749999998,276,144,24,396.62456249999946,10,0.25443489410428843,ejames
62,2019-06-29,1148.4916666666666,276,168,24,132.02199999999985,9,0.11974219810040695,ejames
63,2019-07-02,1446.9124999999992,276,72,24,106.7302499999996,11,0.07683764135702721,ejames
64,2019-07-03,981.7520833333341,276,96,24,21.31774999999993,12,0.0226187343630965,ejames
65,2019-07-05,1151.6083333333336,276,144,24,36.83899999999998,9,0.033322056833558836,ejames
66,2019-07-06,1038.6291666666662,276,168,24,84.38375000000002,9,0.08463053263315837,ejames
