,time stamp,time_pt,var,vartype,site,value,Date,Hour,WeekDay,WeekPart,dates,timestep_sum
158,2019-03-26 14:00:00,2019-03-26 14:00:00,Flow_CW,Flow (GPM),ejames,112.2,2019-03-26,14,3,Weekday,2019-03-26,1
159,2019-03-26 15:00:00,2019-03-26 15:00:00,Flow_CW,Flow (GPM),ejames,71.05999999999979,2019-03-26,15,3,Weekday,2019-03-26,1
160,2019-03-26 16:00:00,2019-03-26 16:00:00,Flow_CW,Flow (GPM),ejames,62.831999999999994,2019-03-26,16,3,Weekday,2019-03-26,1
161,2019-03-26 17:00:00,2019-03-26 17:00:00,Flow_CW,Flow (GPM),ejames,30.667999999999974,2019-03-26,17,3,Weekday,2019-03-26,1
162,2019-03-26 18:00:00,2019-03-26 18:00:00,Flow_CW,Flow (GPM),ejames,61.3360000000002,2019-03-26,18,3,Weekday,2019-03-26,1
163,2019-03-26 19:00:00,2019-03-26 19:00:00,Flow_CW,Flow (GPM),ejames,30.667999999999974,2019-03-26,19,3,Weekday,2019-03-26,1
164,2019-03-26 20:00:00,2019-03-26 20:00:00,Flow_CW,Flow (GPM),ejames,26.927999999999997,2019-03-26,20,3,Weekday,2019-03-26,1
165,2019-03-26 21:00:00,2019-03-26 21:00:00,Flow_CW,Flow (GPM),ejames,25.432000000000027,2019-03-26,21,3,Weekday,2019-03-26,1
166,2019-03-26 22:00:00,2019-03-26 22:00:00,Flow_CW,Flow (GPM),ejames,79.2880000000002,2019-03-26,22,3,Weekday,2019-03-26,1
167,2019-03-26 23:00:00,2019-03-26 23:00:00,Flow_CW,Flow (GPM),ejames,32.91199999999997,2019-03-26,23,3,Weekday,2019-03-26,1
168,2019-03-27 00:00:00,2019-03-27 00:00:00,Flow_CW,Flow (GPM),ejames,31.415999999999997,2019-03-27,0,4,Weekday,2019-03-27,1
169,2019-03-27 01:00:00,2019-03-27 01:00:00,Flow_CW,Flow (GPM),ejames,27.676000000000027,2019-03-27,1,4,Weekday,2019-03-27,1
