,time stamp,date_pt,hour_pt,time_pt,var,value,site,vartype,dates,timestep_sum
3109,2015-05-11 13:00:00,2015-05-11,13,2015-05-11 13:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-11,1
3110,2015-05-11 14:00:00,2015-05-11,14,2015-05-11 14:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-11,1
3111,2015-05-11 15:00:00,2015-05-11,15,2015-05-11 15:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-11,1
3112,2015-05-11 16:00:00,2015-05-11,16,2015-05-11 16:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-11,1
3113,2015-05-11 17:00:00,2015-05-12,17,2015-05-11 17:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-11,1
3114,2015-05-11 18:00:00,2015-05-12,18,2015-05-11 18:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-11,1
3115,2015-05-11 19:00:00,2015-05-12,19,2015-05-11 19:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-11,1
3116,2015-05-11 20:00:00,2015-05-12,20,2015-05-11 20:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-11,1
3117,2015-05-11 21:00:00,2015-05-12,21,2015-05-11 21:00:00,GPM,120.0,sunset,Flow (GPM),2015-05-11,1
3118,2015-05-11 22:00:00,2015-05-12,22,2015-05-11 22:00:00,GPM,120.0,sunset,Flow (GPM),2015-05-11,1
3119,2015-05-11 23:00:00,2015-05-12,23,2015-05-11 23:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-11,1
3120,2015-05-12 00:00:00,2015-05-12,0,2015-05-12 00:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-12,1
3121,2015-05-12 01:00:00,2015-05-12,1,2015-05-12 01:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-12,1
3122,2015-05-12 02:00:00,2015-05-12,2,2015-05-12 02:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-12,1
3123,2015-05-12 03:00:00,2015-05-12,3,2015-05-12 03:00:00,GPM,0.0,sunset,Flow (GPM),2015-05-12,1
3124,2015-05-12 04:00:00,2015-05-12,4,2015-05-12 04:00:00,GPM,0.0,sunset,Flow (GPM),2015-05-12,1
3125,2015-05-12 05:00:00,2015-05-12,5,2015-05-12 05:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-12,1
3126,2015-05-12 06:00:00,2015-05-12,6,2015-05-12 06:00:00,GPM,90.0,sunset,Flow (GPM),2015-05-12,1
3127,2015-05-12 07:00:00,2015-05-12,7,2015-05-12 07:00:00,GPM,140.0,sunset,Flow (GPM),2015-05-12,1
3128,2015-05-12 08:00:00,2015-05-12,8,2015-05-12 08:00:00,GPM,240.0,sunset,Flow (GPM),2015-05-12,1
3129,2015-05-12 09:00:00,2015-05-12,9,2015-05-12 09:00:00,GPM,80.00000000000001,sunset,Flow (GPM),2015-05-12,1
3130,2015-05-12 10:00:00,2015-05-12,10,2015-05-12 10:00:00,GPM,120.0,sunset,Flow (GPM),2015-05-12,1
3131,2015-05-12 11:00:00,2015-05-12,11,2015-05-12 11:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-12,1
3132,2015-05-12 12:00:00,2015-05-12,12,2015-05-12 12:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-12,1
3133,2015-05-12 13:00:00,2015-05-12,13,2015-05-12 13:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-12,1
3134,2015-05-12 14:00:00,2015-05-12,14,2015-05-12 14:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-12,1
3135,2015-05-12 15:00:00,2015-05-12,15,2015-05-12 15:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-12,1
3136,2015-05-12 16:00:00,2015-05-12,16,2015-05-12 16:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-12,1
3137,2015-05-12 17:00:00,2015-05-13,17,2015-05-12 17:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-12,1
3138,2015-05-12 18:00:00,2015-05-13,18,2015-05-12 18:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-12,1
3139,2015-05-12 19:00:00,2015-05-13,19,2015-05-12 19:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-12,1
3140,2015-05-12 20:00:00,2015-05-13,20,2015-05-12 20:00:00,GPM,80.0,sunset,Flow (GPM),2015-05-12,1
3141,2015-05-12 21:00:00,2015-05-13,21,2015-05-12 21:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-12,1
3142,2015-05-12 22:00:00,2015-05-13,22,2015-05-12 22:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-12,1
3143,2015-05-12 23:00:00,2015-05-13,23,2015-05-12 23:00:00,GPM,110.00000000000001,sunset,Flow (GPM),2015-05-12,1
3144,2015-05-13 00:00:00,2015-05-13,0,2015-05-13 00:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-13,1
3145,2015-05-13 01:00:00,2015-05-13,1,2015-05-13 01:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-13,1
3146,2015-05-13 02:00:00,2015-05-13,2,2015-05-13 02:00:00,GPM,0.0,sunset,Flow (GPM),2015-05-13,1
3147,2015-05-13 03:00:00,2015-05-13,3,2015-05-13 03:00:00,GPM,0.0,sunset,Flow (GPM),2015-05-13,1
3148,2015-05-13 04:00:00,2015-05-13,4,2015-05-13 04:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-13,1
3149,2015-05-13 05:00:00,2015-05-13,5,2015-05-13 05:00:00,GPM,20.05,sunset,Flow (GPM),2015-05-13,1
3150,2015-05-13 06:00:00,2015-05-13,6,2015-05-13 06:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-13,1
3151,2015-05-13 07:00:00,2015-05-13,7,2015-05-13 07:00:00,GPM,250.00000000000003,sunset,Flow (GPM),2015-05-13,1
3152,2015-05-13 08:00:00,2015-05-13,8,2015-05-13 08:00:00,GPM,230.0,sunset,Flow (GPM),2015-05-13,1
3153,2015-05-13 09:00:00,2015-05-13,9,2015-05-13 09:00:00,GPM,140.0,sunset,Flow (GPM),2015-05-13,1
3154,2015-05-13 10:00:00,2015-05-13,10,2015-05-13 10:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-13,1
3155,2015-05-13 11:00:00,2015-05-13,11,2015-05-13 11:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-13,1
3156,2015-05-13 12:00:00,2015-05-13,12,2015-05-13 12:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-13,1
3157,2015-05-13 13:00:00,2015-05-13,13,2015-05-13 13:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-13,1
3158,2015-05-13 14:00:00,2015-05-13,14,2015-05-13 14:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-13,1
3159,2015-05-13 15:00:00,2015-05-13,15,2015-05-13 15:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-13,1
3160,2015-05-13 16:00:00,2015-05-13,16,2015-05-13 16:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-13,1
3161,2015-05-13 17:00:00,2015-05-14,17,2015-05-13 17:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-13,1
3162,2015-05-13 18:00:00,2015-05-14,18,2015-05-13 18:00:00,GPM,80.0,sunset,Flow (GPM),2015-05-13,1
3163,2015-05-13 19:00:00,2015-05-14,19,2015-05-13 19:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-13,1
3164,2015-05-13 20:00:00,2015-05-14,20,2015-05-13 20:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-13,1
3165,2015-05-13 21:00:00,2015-05-14,21,2015-05-13 21:00:00,GPM,120.0,sunset,Flow (GPM),2015-05-13,1
3166,2015-05-13 22:00:00,2015-05-14,22,2015-05-13 22:00:00,GPM,130.00000000000003,sunset,Flow (GPM),2015-05-13,1
3167,2015-05-13 23:00:00,2015-05-14,23,2015-05-13 23:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-13,1
3168,2015-05-14 00:00:00,2015-05-14,0,2015-05-14 00:00:00,GPM,30.1,sunset,Flow (GPM),2015-05-14,1
3169,2015-05-14 01:00:00,2015-05-14,1,2015-05-14 01:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-14,1
3170,2015-05-14 02:00:00,2015-05-14,2,2015-05-14 02:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-14,1
3171,2015-05-14 03:00:00,2015-05-14,3,2015-05-14 03:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-14,1
3172,2015-05-14 04:00:00,2015-05-14,4,2015-05-14 04:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-14,1
3173,2015-05-14 05:00:00,2015-05-14,5,2015-05-14 05:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-14,1
3174,2015-05-14 06:00:00,2015-05-14,6,2015-05-14 06:00:00,GPM,140.0,sunset,Flow (GPM),2015-05-14,1
3175,2015-05-14 07:00:00,2015-05-14,7,2015-05-14 07:00:00,GPM,180.0,sunset,Flow (GPM),2015-05-14,1
3176,2015-05-14 08:00:00,2015-05-14,8,2015-05-14 08:00:00,GPM,160.00000000000003,sunset,Flow (GPM),2015-05-14,1
3177,2015-05-14 09:00:00,2015-05-14,9,2015-05-14 09:00:00,GPM,130.0,sunset,Flow (GPM),2015-05-14,1
3178,2015-05-14 10:00:00,2015-05-14,10,2015-05-14 10:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-14,1
3179,2015-05-14 11:00:00,2015-05-14,11,2015-05-14 11:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-14,1
3180,2015-05-14 12:00:00,2015-05-14,12,2015-05-14 12:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-14,1
3181,2015-05-14 13:00:00,2015-05-14,13,2015-05-14 13:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-14,1
3182,2015-05-14 14:00:00,2015-05-14,14,2015-05-14 14:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-14,1
3183,2015-05-14 15:00:00,2015-05-14,15,2015-05-14 15:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-14,1
3184,2015-05-14 16:00:00,2015-05-14,16,2015-05-14 16:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-14,1
3185,2015-05-14 17:00:00,2015-05-15,17,2015-05-14 17:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-14,1
3186,2015-05-14 18:00:00,2015-05-15,18,2015-05-14 18:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-14,1
3187,2015-05-14 19:00:00,2015-05-15,19,2015-05-14 19:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-14,1
3188,2015-05-14 20:00:00,2015-05-15,20,2015-05-14 20:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-14,1
3189,2015-05-14 21:00:00,2015-05-15,21,2015-05-14 21:00:00,GPM,100.0,sunset,Flow (GPM),2015-05-14,1
3190,2015-05-14 22:00:00,2015-05-15,22,2015-05-14 22:00:00,GPM,100.0,sunset,Flow (GPM),2015-05-14,1
3191,2015-05-14 23:00:00,2015-05-15,23,2015-05-14 23:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-14,1
3192,2015-05-15 00:00:00,2015-05-15,0,2015-05-15 00:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-15,1
3193,2015-05-15 01:00:00,2015-05-15,1,2015-05-15 01:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-15,1
3194,2015-05-15 02:00:00,2015-05-15,2,2015-05-15 02:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-15,1
3195,2015-05-15 03:00:00,2015-05-15,3,2015-05-15 03:00:00,GPM,0.0,sunset,Flow (GPM),2015-05-15,1
3196,2015-05-15 04:00:00,2015-05-15,4,2015-05-15 04:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-15,1
3197,2015-05-15 05:00:00,2015-05-15,5,2015-05-15 05:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-15,1
3198,2015-05-15 06:00:00,2015-05-15,6,2015-05-15 06:00:00,GPM,110.00000000000001,sunset,Flow (GPM),2015-05-15,1
3199,2015-05-15 07:00:00,2015-05-15,7,2015-05-15 07:00:00,GPM,200.0,sunset,Flow (GPM),2015-05-15,1
3200,2015-05-15 08:00:00,2015-05-15,8,2015-05-15 08:00:00,GPM,150.0,sunset,Flow (GPM),2015-05-15,1
3201,2015-05-15 09:00:00,2015-05-15,9,2015-05-15 09:00:00,GPM,110.00000000000001,sunset,Flow (GPM),2015-05-15,1
3202,2015-05-15 10:00:00,2015-05-15,10,2015-05-15 10:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-15,1
3203,2015-05-15 11:00:00,2015-05-15,11,2015-05-15 11:00:00,GPM,60.05000000000001,sunset,Flow (GPM),2015-05-15,1
3204,2015-05-15 12:00:00,2015-05-15,12,2015-05-15 12:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-15,1
3205,2015-05-15 13:00:00,2015-05-15,13,2015-05-15 13:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-15,1
3206,2015-05-15 14:00:00,2015-05-15,14,2015-05-15 14:00:00,GPM,39.95,sunset,Flow (GPM),2015-05-15,1
3207,2015-05-15 15:00:00,2015-05-15,15,2015-05-15 15:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-15,1
3208,2015-05-15 16:00:00,2015-05-15,16,2015-05-15 16:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-15,1
3209,2015-05-15 17:00:00,2015-05-16,17,2015-05-15 17:00:00,GPM,80.0,sunset,Flow (GPM),2015-05-15,1
3210,2015-05-15 18:00:00,2015-05-16,18,2015-05-15 18:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-15,1
3211,2015-05-15 19:00:00,2015-05-16,19,2015-05-15 19:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-15,1
3212,2015-05-15 20:00:00,2015-05-16,20,2015-05-15 20:00:00,GPM,80.00000000000001,sunset,Flow (GPM),2015-05-15,1
3213,2015-05-15 21:00:00,2015-05-16,21,2015-05-15 21:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-15,1
3214,2015-05-15 22:00:00,2015-05-16,22,2015-05-15 22:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-15,1
3215,2015-05-15 23:00:00,2015-05-16,23,2015-05-15 23:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-15,1
3216,2015-05-16 00:00:00,2015-05-16,0,2015-05-16 00:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-16,1
3217,2015-05-16 01:00:00,2015-05-16,1,2015-05-16 01:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-16,1
3218,2015-05-16 02:00:00,2015-05-16,2,2015-05-16 02:00:00,GPM,40.00000000000001,sunset,Flow (GPM),2015-05-16,1
3219,2015-05-16 03:00:00,2015-05-16,3,2015-05-16 03:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-16,1
3220,2015-05-16 04:00:00,2015-05-16,4,2015-05-16 04:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-16,1
3221,2015-05-16 05:00:00,2015-05-16,5,2015-05-16 05:00:00,GPM,0.0,sunset,Flow (GPM),2015-05-16,1
3222,2015-05-16 06:00:00,2015-05-16,6,2015-05-16 06:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-16,1
3223,2015-05-16 07:00:00,2015-05-16,7,2015-05-16 07:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-16,1
3224,2015-05-16 08:00:00,2015-05-16,8,2015-05-16 08:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-16,1
3225,2015-05-16 09:00:00,2015-05-16,9,2015-05-16 09:00:00,GPM,80.0,sunset,Flow (GPM),2015-05-16,1
3226,2015-05-16 10:00:00,2015-05-16,10,2015-05-16 10:00:00,GPM,150.0,sunset,Flow (GPM),2015-05-16,1
3227,2015-05-16 11:00:00,2015-05-16,11,2015-05-16 11:00:00,GPM,110.00000000000001,sunset,Flow (GPM),2015-05-16,1
3228,2015-05-16 12:00:00,2015-05-16,12,2015-05-16 12:00:00,GPM,150.0,sunset,Flow (GPM),2015-05-16,1
3229,2015-05-16 13:00:00,2015-05-16,13,2015-05-16 13:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-16,1
3230,2015-05-16 14:00:00,2015-05-16,14,2015-05-16 14:00:00,GPM,120.0,sunset,Flow (GPM),2015-05-16,1
3231,2015-05-16 15:00:00,2015-05-16,15,2015-05-16 15:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-16,1
3232,2015-05-16 16:00:00,2015-05-16,16,2015-05-16 16:00:00,GPM,100.0,sunset,Flow (GPM),2015-05-16,1
3233,2015-05-16 17:00:00,2015-05-17,17,2015-05-16 17:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-16,1
3234,2015-05-16 18:00:00,2015-05-17,18,2015-05-16 18:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-16,1
3235,2015-05-16 19:00:00,2015-05-17,19,2015-05-16 19:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-16,1
3236,2015-05-16 20:00:00,2015-05-17,20,2015-05-16 20:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-16,1
3237,2015-05-16 21:00:00,2015-05-17,21,2015-05-16 21:00:00,GPM,80.00000000000001,sunset,Flow (GPM),2015-05-16,1
3238,2015-05-16 22:00:00,2015-05-17,22,2015-05-16 22:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-16,1
3239,2015-05-16 23:00:00,2015-05-17,23,2015-05-16 23:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-16,1
3240,2015-05-17 00:00:00,2015-05-17,0,2015-05-17 00:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-17,1
3241,2015-05-17 01:00:00,2015-05-17,1,2015-05-17 01:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-17,1
3242,2015-05-17 02:00:00,2015-05-17,2,2015-05-17 02:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-17,1
3243,2015-05-17 03:00:00,2015-05-17,3,2015-05-17 03:00:00,GPM,0.0,sunset,Flow (GPM),2015-05-17,1
3244,2015-05-17 04:00:00,2015-05-17,4,2015-05-17 04:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-17,1
3245,2015-05-17 05:00:00,2015-05-17,5,2015-05-17 05:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-17,1
3246,2015-05-17 06:00:00,2015-05-17,6,2015-05-17 06:00:00,GPM,0.0,sunset,Flow (GPM),2015-05-17,1
3247,2015-05-17 07:00:00,2015-05-17,7,2015-05-17 07:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-17,1
3248,2015-05-17 08:00:00,2015-05-17,8,2015-05-17 08:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-17,1
3249,2015-05-17 09:00:00,2015-05-17,9,2015-05-17 09:00:00,GPM,100.0,sunset,Flow (GPM),2015-05-17,1
3250,2015-05-17 10:00:00,2015-05-17,10,2015-05-17 10:00:00,GPM,80.0,sunset,Flow (GPM),2015-05-17,1
3251,2015-05-17 11:00:00,2015-05-17,11,2015-05-17 11:00:00,GPM,180.0,sunset,Flow (GPM),2015-05-17,1
3252,2015-05-17 12:00:00,2015-05-17,12,2015-05-17 12:00:00,GPM,180.0,sunset,Flow (GPM),2015-05-17,1
3253,2015-05-17 13:00:00,2015-05-17,13,2015-05-17 13:00:00,GPM,140.0,sunset,Flow (GPM),2015-05-17,1
3254,2015-05-17 14:00:00,2015-05-17,14,2015-05-17 14:00:00,GPM,80.0,sunset,Flow (GPM),2015-05-17,1
3255,2015-05-17 15:00:00,2015-05-17,15,2015-05-17 15:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-17,1
3256,2015-05-17 16:00:00,2015-05-17,16,2015-05-17 16:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-17,1
3257,2015-05-17 17:00:00,2015-05-18,17,2015-05-17 17:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-17,1
3258,2015-05-17 18:00:00,2015-05-18,18,2015-05-17 18:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-17,1
3259,2015-05-17 19:00:00,2015-05-18,19,2015-05-17 19:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-17,1
3260,2015-05-17 20:00:00,2015-05-18,20,2015-05-17 20:00:00,GPM,80.0,sunset,Flow (GPM),2015-05-17,1
3261,2015-05-17 21:00:00,2015-05-18,21,2015-05-17 21:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-17,1
3262,2015-05-17 22:00:00,2015-05-18,22,2015-05-17 22:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-17,1
3263,2015-05-17 23:00:00,2015-05-18,23,2015-05-17 23:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-17,1
3264,2015-05-18 00:00:00,2015-05-18,0,2015-05-18 00:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-18,1
3265,2015-05-18 01:00:00,2015-05-18,1,2015-05-18 01:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-18,1
3266,2015-05-18 02:00:00,2015-05-18,2,2015-05-18 02:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-18,1
3267,2015-05-18 03:00:00,2015-05-18,3,2015-05-18 03:00:00,GPM,0.0,sunset,Flow (GPM),2015-05-18,1
3268,2015-05-18 04:00:00,2015-05-18,4,2015-05-18 04:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-18,1
3269,2015-05-18 05:00:00,2015-05-18,5,2015-05-18 05:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-18,1
3270,2015-05-18 06:00:00,2015-05-18,6,2015-05-18 06:00:00,GPM,80.0,sunset,Flow (GPM),2015-05-18,1
3271,2015-05-18 07:00:00,2015-05-18,7,2015-05-18 07:00:00,GPM,150.0,sunset,Flow (GPM),2015-05-18,1
3272,2015-05-18 08:00:00,2015-05-18,8,2015-05-18 08:00:00,GPM,140.0,sunset,Flow (GPM),2015-05-18,1
3273,2015-05-18 09:00:00,2015-05-18,9,2015-05-18 09:00:00,GPM,100.0,sunset,Flow (GPM),2015-05-18,1
3274,2015-05-18 10:00:00,2015-05-18,10,2015-05-18 10:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-18,1
3275,2015-05-18 11:00:00,2015-05-18,11,2015-05-18 11:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-18,1
3276,2015-05-18 12:00:00,2015-05-18,12,2015-05-18 12:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-18,1
3277,2015-05-18 13:00:00,2015-05-18,13,2015-05-18 13:00:00,GPM,80.00000000000001,sunset,Flow (GPM),2015-05-18,1
3278,2015-05-18 14:00:00,2015-05-18,14,2015-05-18 14:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-18,1
3279,2015-05-18 15:00:00,2015-05-18,15,2015-05-18 15:00:00,GPM,50.0,sunset,Flow (GPM),2015-05-18,1
3280,2015-05-18 16:00:00,2015-05-18,16,2015-05-18 16:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-18,1
3281,2015-05-18 17:00:00,2015-05-19,17,2015-05-18 17:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-18,1
3282,2015-05-18 18:00:00,2015-05-19,18,2015-05-18 18:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-18,1
3283,2015-05-18 19:00:00,2015-05-19,19,2015-05-18 19:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-18,1
3284,2015-05-18 20:00:00,2015-05-19,20,2015-05-18 20:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-18,1
3285,2015-05-18 21:00:00,2015-05-19,21,2015-05-18 21:00:00,GPM,80.0,sunset,Flow (GPM),2015-05-18,1
3286,2015-05-18 22:00:00,2015-05-19,22,2015-05-18 22:00:00,GPM,80.0,sunset,Flow (GPM),2015-05-18,1
3287,2015-05-18 23:00:00,2015-05-19,23,2015-05-18 23:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-18,1
3288,2015-05-26 00:00:00,2015-05-26,0,2015-05-26 00:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-26,1
3289,2015-05-26 01:00:00,2015-05-26,1,2015-05-26 01:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-26,1
3290,2015-05-26 02:00:00,2015-05-26,2,2015-05-26 02:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-26,1
3291,2015-05-26 03:00:00,2015-05-26,3,2015-05-26 03:00:00,GPM,0.0,sunset,Flow (GPM),2015-05-26,1
3292,2015-05-26 04:00:00,2015-05-26,4,2015-05-26 04:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-26,1
3293,2015-05-26 05:00:00,2015-05-26,5,2015-05-26 05:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-26,1
3294,2015-05-26 06:00:00,2015-05-26,6,2015-05-26 06:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-26,1
3295,2015-05-26 07:00:00,2015-05-26,7,2015-05-26 07:00:00,GPM,220.00000000000003,sunset,Flow (GPM),2015-05-26,1
3296,2015-05-26 08:00:00,2015-05-26,8,2015-05-26 08:00:00,GPM,180.0,sunset,Flow (GPM),2015-05-26,1
3297,2015-05-26 09:00:00,2015-05-26,9,2015-05-26 09:00:00,GPM,219.95000000000002,sunset,Flow (GPM),2015-05-26,1
3298,2015-05-26 10:00:00,2015-05-26,10,2015-05-26 10:00:00,GPM,150.0,sunset,Flow (GPM),2015-05-26,1
3299,2015-05-26 11:00:00,2015-05-26,11,2015-05-26 11:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-26,1
3300,2015-05-26 12:00:00,2015-05-26,12,2015-05-26 12:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-26,1
3301,2015-05-26 13:00:00,2015-05-26,13,2015-05-26 13:00:00,GPM,49.95,sunset,Flow (GPM),2015-05-26,1
3302,2015-05-26 14:00:00,2015-05-26,14,2015-05-26 14:00:00,GPM,30.0,sunset,Flow (GPM),2015-05-26,1
3303,2015-05-26 15:00:00,2015-05-26,15,2015-05-26 15:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-26,1
3304,2015-05-26 16:00:00,2015-05-26,16,2015-05-26 16:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-26,1
3305,2015-05-26 17:00:00,2015-05-27,17,2015-05-26 17:00:00,GPM,90.0,sunset,Flow (GPM),2015-05-26,1
3306,2015-05-26 18:00:00,2015-05-27,18,2015-05-26 18:00:00,GPM,40.0,sunset,Flow (GPM),2015-05-26,1
3307,2015-05-26 19:00:00,2015-05-27,19,2015-05-26 19:00:00,GPM,70.0,sunset,Flow (GPM),2015-05-26,1
3308,2015-05-26 20:00:00,2015-05-27,20,2015-05-26 20:00:00,GPM,90.0,sunset,Flow (GPM),2015-05-26,1
3309,2015-05-26 21:00:00,2015-05-27,21,2015-05-26 21:00:00,GPM,150.0,sunset,Flow (GPM),2015-05-26,1
3310,2015-05-26 22:00:00,2015-05-27,22,2015-05-26 22:00:00,GPM,150.0,sunset,Flow (GPM),2015-05-26,1
3311,2015-05-26 23:00:00,2015-05-27,23,2015-05-26 23:00:00,GPM,60.0,sunset,Flow (GPM),2015-05-26,1
3312,2015-05-27 00:00:00,2015-05-27,0,2015-05-27 00:00:00,GPM,20.0,sunset,Flow (GPM),2015-05-27,1
3313,2015-05-27 01:00:00,2015-05-27,1,2015-05-27 01:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-27,1
3314,2015-05-27 02:00:00,2015-05-27,2,2015-05-27 02:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-27,1
3315,2015-05-27 03:00:00,2015-05-27,3,2015-05-27 03:00:00,GPM,10.0,sunset,Flow (GPM),2015-05-27,1
