,variable,Date,Hour,value,units,site,dates,WeekDay,WeekPart,time stamp
2198,Total.Flow,11/9/2016,17,0.111183333,GPM,BuildingA,11/9/2016,4,Weekday,11/9/2016 17:00
2199,Total.Flow,11/9/2016,18,0.0875,GPM,BuildingA,11/9/2016,4,Weekday,11/9/2016 18:00
2200,Total.Flow,11/9/2016,19,0.149,GPM,BuildingA,11/9/2016,4,Weekday,11/9/2016 19:00
2201,Total.Flow,11/9/2016,20,0.324383333,GPM,BuildingA,11/9/2016,4,Weekday,11/9/2016 20:00
2202,Total.Flow,11/9/2016,21,0.137166667,GPM,BuildingA,11/9/2016,4,Weekday,11/9/2016 21:00
2203,Total.Flow,11/9/2016,22,0.075233333,GPM,BuildingA,11/9/2016,4,Weekday,11/9/2016 22:00
2204,Total.Flow,11/9/2016,23,0,GPM,BuildingA,11/9/2016,4,Weekday,11/9/2016 23:00
2205,Total.Flow,11/10/2016,0,0,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 0:00
2206,Total.Flow,11/10/2016,1,0,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 1:00
2207,Total.Flow,11/10/2016,2,0,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 2:00
2208,Total.Flow,11/10/2016,3,0.024533333,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 3:00
2209,Total.Flow,11/10/2016,4,0.012466667,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 4:00
2210,Total.Flow,11/10/2016,5,0.124666667,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 5:00
2211,Total.Flow,11/10/2016,6,0.088133333,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 6:00
2212,Total.Flow,11/10/2016,7,0.374483333,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 7:00
2213,Total.Flow,11/10/2016,8,0.4364,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 8:00
2214,Total.Flow,11/10/2016,9,0.386516667,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 9:00
2215,Total.Flow,11/10/2016,10,0.38675,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 10:00
2216,Total.Flow,11/10/2016,11,0.423716667,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 11:00
2217,Total.Flow,11/10/2016,12,0.273466667,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 12:00
2218,Total.Flow,11/10/2016,13,0.310466667,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 13:00
2219,Total.Flow,11/10/2016,14,0.124683333,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 14:00
2220,Total.Flow,11/10/2016,15,0.19845,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 15:00
2221,Total.Flow,11/10/2016,16,0.287183333,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 16:00
2222,Total.Flow,11/10/2016,17,0.13655,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 17:00
2223,Total.Flow,11/10/2016,18,0.41125,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 18:00
2224,Total.Flow,11/10/2016,19,0.461583333,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 19:00
2225,Total.Flow,11/10/2016,20,0.149433333,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 20:00
2226,Total.Flow,11/10/2016,21,0.3992,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 21:00
2227,Total.Flow,11/10/2016,22,0.300083333,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 22:00
2228,Total.Flow,11/10/2016,23,0.037216667,GPM,BuildingA,11/10/2016,5,Weekday,11/10/2016 23:00
2229,Total.Flow,11/11/2016,0,0.012466667,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 0:00
2230,Total.Flow,11/11/2016,1,0.012683333,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 1:00
2231,Total.Flow,11/11/2016,2,0.024533333,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 2:00
2232,Total.Flow,11/11/2016,3,0.012683333,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 3:00
2233,Total.Flow,11/11/2016,4,0.038033333,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 4:00
2234,Total.Flow,11/11/2016,5,0.037416667,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 5:00
2235,Total.Flow,11/11/2016,6,0.148566667,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 6:00
2236,Total.Flow,11/11/2016,7,0.337066667,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 7:00
2237,Total.Flow,11/11/2016,8,0.22445,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 8:00
2238,Total.Flow,11/11/2016,9,0.3123,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 9:00
2239,Total.Flow,11/11/2016,10,0.187883333,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 10:00
2240,Total.Flow,11/11/2016,11,0.19845,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 11:00
2241,Total.Flow,11/11/2016,12,0.40945,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 12:00
2242,Total.Flow,11/11/2016,13,0.374466667,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 13:00
2243,Total.Flow,11/11/2016,14,0.012266667,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 14:00
2244,Total.Flow,11/11/2016,15,0.149216667,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 15:00
2245,Total.Flow,11/11/2016,16,0.322966667,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 16:00
2246,Total.Flow,11/11/2016,17,0.200116667,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 17:00
2247,Total.Flow,11/11/2016,18,0.09975,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 18:00
2248,Total.Flow,11/11/2016,19,0.0744,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 19:00
2249,Total.Flow,11/11/2016,20,0.61095,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 20:00
2250,Total.Flow,11/11/2016,21,0.398833333,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 21:00
2251,Total.Flow,11/11/2016,22,0.1621,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 22:00
2252,Total.Flow,11/11/2016,23,0,GPM,BuildingA,11/11/2016,6,Weekend,11/11/2016 23:00
2253,Total.Flow,11/12/2016,0,0.0501,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 0:00
2254,Total.Flow,11/12/2016,1,0.012466667,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 1:00
2255,Total.Flow,11/12/2016,2,0,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 2:00
2256,Total.Flow,11/12/2016,3,0,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 3:00
2257,Total.Flow,11/12/2016,4,0,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 4:00
2258,Total.Flow,11/12/2016,5,0.024733333,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 5:00
2259,Total.Flow,11/12/2016,6,0.3242,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 6:00
2260,Total.Flow,11/12/2016,7,0.44845,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 7:00
2261,Total.Flow,11/12/2016,8,0.4366,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 8:00
2262,Total.Flow,11/12/2016,9,0.374666667,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 9:00
2263,Total.Flow,11/12/2016,10,0.460083333,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 10:00
2264,Total.Flow,11/12/2016,11,0.124916667,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 11:00
2265,Total.Flow,11/12/2016,12,0.288083333,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 12:00
2266,Total.Flow,11/12/2016,13,0.174366667,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 13:00
2267,Total.Flow,11/12/2016,14,0.02515,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 14:00
2268,Total.Flow,11/12/2016,15,0.11395,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 15:00
2269,Total.Flow,11/12/2016,16,0.086666667,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 16:00
2270,Total.Flow,11/12/2016,17,0.360566667,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 17:00
2271,Total.Flow,11/12/2016,18,0.124266667,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 18:00
2272,Total.Flow,11/12/2016,19,0.273483333,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 19:00
2273,Total.Flow,11/12/2016,20,0.311733333,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 20:00
2274,Total.Flow,11/12/2016,21,0.237583333,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 21:00
2275,Total.Flow,11/12/2016,22,0.099366667,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 22:00
2276,Total.Flow,11/12/2016,23,0,GPM,BuildingA,11/12/2016,7,Weekend,11/12/2016 23:00
2277,Total.Flow,11/13/2016,0,0,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 0:00
2278,Total.Flow,11/13/2016,1,0.012466667,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 1:00
2279,Total.Flow,11/13/2016,2,0.024516667,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 2:00
2280,Total.Flow,11/13/2016,3,0.012466667,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 3:00
2281,Total.Flow,11/13/2016,4,0.02515,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 4:00
2282,Total.Flow,11/13/2016,5,0,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 5:00
2283,Total.Flow,11/13/2016,6,0.024733333,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 6:00
2284,Total.Flow,11/13/2016,7,0.186583333,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 7:00
2285,Total.Flow,11/13/2016,8,1.046083333,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 8:00
2286,Total.Flow,11/13/2016,9,0.699016667,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 9:00
2287,Total.Flow,11/13/2016,10,0.736683333,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 10:00
2288,Total.Flow,11/13/2016,11,0.336283333,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 11:00
2289,Total.Flow,11/13/2016,12,0.261266667,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 12:00
2290,Total.Flow,11/13/2016,13,0.2496,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 13:00
2291,Total.Flow,11/13/2016,14,0.2365,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 14:00
2292,Total.Flow,11/13/2016,15,0.074816667,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 15:00
2293,Total.Flow,11/13/2016,16,0.3747,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 16:00
2294,Total.Flow,11/13/2016,17,0.07505,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 17:00
2295,Total.Flow,11/13/2016,18,0.09955,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 18:00
2296,Total.Flow,11/13/2016,19,0.187283333,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 19:00
2297,Total.Flow,11/13/2016,20,0.112633333,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 20:00
2298,Total.Flow,11/13/2016,21,0.248533333,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 21:00
2299,Total.Flow,11/13/2016,22,0.435366667,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 22:00
2300,Total.Flow,11/13/2016,23,0.100166667,GPM,BuildingA,11/13/2016,1,Weekday,11/13/2016 23:00
2301,Total.Flow,11/14/2016,0,0,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 0:00
2302,Total.Flow,11/14/2016,1,0,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 1:00
2303,Total.Flow,11/14/2016,2,0.012683333,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 2:00
2304,Total.Flow,11/14/2016,3,0,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 3:00
2305,Total.Flow,11/14/2016,4,0,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 4:00
2306,Total.Flow,11/14/2016,5,0.049666667,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 5:00
2307,Total.Flow,11/14/2016,6,0.162333333,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 6:00
2308,Total.Flow,11/14/2016,7,0.200366667,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 7:00
2309,Total.Flow,11/14/2016,8,0.609916667,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 8:00
2310,Total.Flow,11/14/2016,9,0.42395,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 9:00
2311,Total.Flow,11/14/2016,10,0.411683333,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 10:00
2312,Total.Flow,11/14/2016,11,0.099133333,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 11:00
2313,Total.Flow,11/14/2016,12,0.074416667,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 12:00
2314,Total.Flow,11/14/2016,13,0.187666667,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 13:00
2315,Total.Flow,11/14/2016,14,0.061933333,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 14:00
2316,Total.Flow,11/14/2016,15,0.0503,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 15:00
2317,Total.Flow,11/14/2016,16,0.062766667,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 16:00
2318,Total.Flow,11/14/2016,17,0.286566667,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 17:00
2319,Total.Flow,11/14/2016,18,0.298216667,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 18:00
2320,Total.Flow,11/14/2016,19,0.087716667,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 19:00
2321,Total.Flow,11/14/2016,20,0.112216667,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 20:00
2322,Total.Flow,11/14/2016,21,0.5112,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 21:00
2323,Total.Flow,11/14/2016,22,0.124683333,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 22:00
2324,Total.Flow,11/14/2016,23,0,GPM,BuildingA,11/14/2016,2,Weekday,11/14/2016 23:00
2325,Total.Flow,11/15/2016,0,0,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 0:00
2326,Total.Flow,11/15/2016,1,0,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 1:00
2327,Total.Flow,11/15/2016,2,0,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 2:00
2328,Total.Flow,11/15/2016,3,0,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 3:00
2329,Total.Flow,11/15/2016,4,0.0503,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 4:00
2330,Total.Flow,11/15/2016,5,0.037616667,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 5:00
2331,Total.Flow,11/15/2016,6,0.137566667,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 6:00
2332,Total.Flow,11/15/2016,7,0.898983333,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 7:00
2333,Total.Flow,11/15/2016,8,0.486466667,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 8:00
2334,Total.Flow,11/15/2016,9,0.4603,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 9:00
2335,Total.Flow,11/15/2016,10,0.325283333,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 10:00
2336,Total.Flow,11/15/2016,11,0.037216667,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 11:00
2337,Total.Flow,11/15/2016,12,0.0372,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 12:00
2338,Total.Flow,11/15/2016,13,0.09995,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 13:00
2339,Total.Flow,11/15/2016,14,0.137366667,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 14:00
2340,Total.Flow,11/15/2016,15,0.162733333,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 15:00
2341,Total.Flow,11/15/2016,16,0.012466667,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 16:00
2342,Total.Flow,11/15/2016,17,0.249366667,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 17:00
2343,Total.Flow,11/15/2016,18,0.161883333,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 18:00
2344,Total.Flow,11/15/2016,19,0.198683333,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 19:00
2345,Total.Flow,11/15/2016,20,0.13675,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 20:00
2346,Total.Flow,11/15/2016,21,0.398783333,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 21:00
2347,Total.Flow,11/15/2016,22,0.161683333,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 22:00
2348,Total.Flow,11/15/2016,23,0.012266667,GPM,BuildingA,11/15/2016,3,Weekday,11/15/2016 23:00
2349,Total.Flow,11/16/2016,0,0.012466667,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 0:00
2350,Total.Flow,11/16/2016,1,0,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 1:00
2351,Total.Flow,11/16/2016,2,0.012683333,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 2:00
2352,Total.Flow,11/16/2016,3,0.049883333,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 3:00
2353,Total.Flow,11/16/2016,4,0,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 4:00
2354,Total.Flow,11/16/2016,5,0,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 5:00
2355,Total.Flow,11/16/2016,6,0.26205,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 6:00
2356,Total.Flow,11/16/2016,7,0.374883333,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 7:00
2357,Total.Flow,11/16/2016,8,0.5493,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 8:00
2358,Total.Flow,11/16/2016,9,0.437883333,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 9:00
2359,Total.Flow,11/16/2016,10,0.44715,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 10:00
2360,Total.Flow,11/16/2016,11,0.199333333,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 11:00
2361,Total.Flow,11/16/2016,12,0.7726,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 12:00
2362,Total.Flow,11/16/2016,13,0.199716667,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 13:00
2363,Total.Flow,11/16/2016,14,0.137366667,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 14:00
2364,Total.Flow,11/16/2016,15,0.162333333,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 15:00
2365,Total.Flow,11/16/2016,16,0.161883333,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 16:00
2366,Total.Flow,11/16/2016,17,0.2124,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 17:00
2367,Total.Flow,11/16/2016,18,0.137383333,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 18:00
2368,Total.Flow,11/16/2016,19,0.13695,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 19:00
2369,Total.Flow,11/16/2016,20,0.225083333,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 20:00
2370,Total.Flow,11/16/2016,21,0.11285,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 21:00
2371,Total.Flow,11/16/2016,22,0.099633333,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 22:00
2372,Total.Flow,11/16/2016,23,0.037216667,GPM,BuildingA,11/16/2016,4,Weekday,11/16/2016 23:00
2373,Total.Flow,11/17/2016,0,0.012466667,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 0:00
2374,Total.Flow,11/17/2016,1,0,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 1:00
2375,Total.Flow,11/17/2016,2,0,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 2:00
2376,Total.Flow,11/17/2016,3,0,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 3:00
2377,Total.Flow,11/17/2016,4,0.012466667,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 4:00
2378,Total.Flow,11/17/2016,5,0.06215,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 5:00
2379,Total.Flow,11/17/2016,6,0.299466667,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 6:00
2380,Total.Flow,11/17/2016,7,0.848466667,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 7:00
2381,Total.Flow,11/17/2016,8,0.250016667,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 8:00
2382,Total.Flow,11/17/2016,9,0.174133333,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 9:00
2383,Total.Flow,11/17/2016,10,0.3109,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 10:00
2384,Total.Flow,11/17/2016,11,0.161883333,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 11:00
2385,Total.Flow,11/17/2016,12,0.17435,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 12:00
2386,Total.Flow,11/17/2016,13,0.112633333,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 13:00
2387,Total.Flow,11/17/2016,14,0.049883333,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 14:00
2388,Total.Flow,11/17/2016,15,0.1116,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 15:00
2389,Total.Flow,11/17/2016,16,0.149633333,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 16:00
2390,Total.Flow,11/17/2016,17,0.237133333,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 17:00
2391,Total.Flow,11/17/2016,18,0.423516667,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 18:00
2392,Total.Flow,11/17/2016,19,0.287416667,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 19:00
2393,Total.Flow,11/17/2016,20,0.099566667,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 20:00
2394,Total.Flow,11/17/2016,21,0.511866667,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 21:00
2395,Total.Flow,11/17/2016,22,0.049883333,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 22:00
2396,Total.Flow,11/17/2016,23,0,GPM,BuildingA,11/17/2016,5,Weekday,11/17/2016 23:00
2397,Total.Flow,11/18/2016,0,0.012266667,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 0:00
2398,Total.Flow,11/18/2016,1,0.02495,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 1:00
2399,Total.Flow,11/18/2016,2,0,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 2:00
2400,Total.Flow,11/18/2016,3,0,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 3:00
2401,Total.Flow,11/18/2016,4,0.012466667,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 4:00
2402,Total.Flow,11/18/2016,5,0,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 5:00
2403,Total.Flow,11/18/2016,6,0.161466667,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 6:00
2404,Total.Flow,11/18/2016,7,0.6004,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 7:00
2405,Total.Flow,11/18/2016,8,0.275566667,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 8:00
2406,Total.Flow,11/18/2016,9,0.4736,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 9:00
2407,Total.Flow,11/18/2016,10,0.24935,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 10:00
2408,Total.Flow,11/18/2016,11,0.7357,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 11:00
2409,Total.Flow,11/18/2016,12,0.411683333,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 12:00
2410,Total.Flow,11/18/2016,13,0.548383333,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 13:00
2411,Total.Flow,11/18/2016,14,0.099783333,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 14:00
2412,Total.Flow,11/18/2016,15,0.098933333,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 15:00
2413,Total.Flow,11/18/2016,16,0.125133333,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 16:00
2414,Total.Flow,11/18/2016,17,0.548216667,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 17:00
2415,Total.Flow,11/18/2016,18,0.424183333,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 18:00
2416,Total.Flow,11/18/2016,19,0.136733333,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 19:00
2417,Total.Flow,11/18/2016,20,0.112433333,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 20:00
2418,Total.Flow,11/18/2016,21,0.2124,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 21:00
2419,Total.Flow,11/18/2016,22,0.02515,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 22:00
2420,Total.Flow,11/18/2016,23,0.02515,GPM,BuildingA,11/18/2016,6,Weekend,11/18/2016 23:00
2421,Total.Flow,11/19/2016,0,0.012466667,GPM,BuildingA,11/19/2016,7,Weekend,11/19/2016 0:00
2422,Total.Flow,11/19/2016,1,0,GPM,BuildingA,11/19/2016,7,Weekend,11/19/2016 1:00
2423,Total.Flow,11/19/2016,2,0,GPM,BuildingA,11/19/2016,7,Weekend,11/19/2016 2:00
2424,Total.Flow,11/19/2016,3,0,GPM,BuildingA,11/19/2016,7,Weekend,11/19/2016 3:00
2425,Total.Flow,11/19/2016,4,0.012266667,GPM,BuildingA,11/19/2016,7,Weekend,11/19/2016 4:00
2426,Total.Flow,11/19/2016,5,0.012683333,GPM,BuildingA,11/19/2016,7,Weekend,11/19/2016 5:00
2427,Total.Flow,11/19/2016,6,0.137366667,GPM,BuildingA,11/19/2016,7,Weekend,11/19/2016 6:00
2428,Total.Flow,11/19/2016,7,0.422683333,GPM,BuildingA,11/19/2016,7,Weekend,11/19/2016 7:00
2429,Total.Flow,11/19/2016,8,0.435783333,GPM,BuildingA,11/19/2016,7,Weekend,11/19/2016 8:00
2430,Total.Flow,11/19/2016,9,0.324166667,GPM,BuildingA,11/19/2016,7,Weekend,11/19/2016 9:00
2431,Total.Flow,11/19/2016,10,0.29885,GPM,BuildingA,11/19/2016,7,Weekend,11/19/2016 10:00
2432,Total.Flow,11/19/2016,11,0.173966667,GPM,BuildingA,11/19/2016,7,Weekend,11/19/2016 11:00
