,variable,Date,Hour,value,units,site,dates,WeekDay,WeekPart,time stamp
7842,Total.Flow,7/2/2017,22,0.47385,GPM,BuildingA,7/2/2017,1,Weekday,7/2/2017 22:00
7843,Total.Flow,7/2/2017,23,0.0746,GPM,BuildingA,7/2/2017,1,Weekday,7/2/2017 23:00
7844,Total.Flow,7/3/2017,0,0.07505,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 0:00
7845,Total.Flow,7/3/2017,1,0.012683333,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 1:00
7846,Total.Flow,7/3/2017,2,0.012683333,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 2:00
7847,Total.Flow,7/3/2017,3,0,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 3:00
7848,Total.Flow,7/3/2017,4,0,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 4:00
7849,Total.Flow,7/3/2017,5,0,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 5:00
7850,Total.Flow,7/3/2017,6,0.224016667,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 6:00
7851,Total.Flow,7/3/2017,7,0.6741,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 7:00
7852,Total.Flow,7/3/2017,8,0.859933333,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 8:00
7853,Total.Flow,7/3/2017,9,0.585616667,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 9:00
7854,Total.Flow,7/3/2017,10,0.336683333,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 10:00
7855,Total.Flow,7/3/2017,11,0.261416667,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 11:00
7856,Total.Flow,7/3/2017,12,0.299066667,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 12:00
7857,Total.Flow,7/3/2017,13,0.09975,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 13:00
7858,Total.Flow,7/3/2017,14,0.1247,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 14:00
7859,Total.Flow,7/3/2017,15,0.349316667,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 15:00
7860,Total.Flow,7/3/2017,16,0.348933333,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 16:00
7861,Total.Flow,7/3/2017,17,0.311916667,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 17:00
7862,Total.Flow,7/3/2017,18,0.285783333,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 18:00
7863,Total.Flow,7/3/2017,19,0.174766667,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 19:00
7864,Total.Flow,7/3/2017,20,0.4734,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 20:00
7865,Total.Flow,7/3/2017,21,0.398783333,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 21:00
7866,Total.Flow,7/3/2017,22,0.298833333,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 22:00
7867,Total.Flow,7/3/2017,23,0.037616667,GPM,BuildingA,7/3/2017,2,Weekday,7/3/2017 23:00
7868,Total.Flow,7/4/2017,0,0.062566667,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 0:00
7869,Total.Flow,7/4/2017,1,0,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 1:00
7870,Total.Flow,7/4/2017,2,0,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 2:00
7871,Total.Flow,7/4/2017,3,0,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 3:00
7872,Total.Flow,7/4/2017,4,0.024733333,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 4:00
7873,Total.Flow,7/4/2017,5,0.012266667,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 5:00
7874,Total.Flow,7/4/2017,6,0.523683333,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 6:00
7875,Total.Flow,7/4/2017,7,0.946533333,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 7:00
7876,Total.Flow,7/4/2017,8,0.39985,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 8:00
7877,Total.Flow,7/4/2017,9,0.498083333,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 9:00
7878,Total.Flow,7/4/2017,10,0.610766667,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 10:00
7879,Total.Flow,7/4/2017,11,0.49835,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 11:00
7880,Total.Flow,7/4/2017,12,0.41105,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 12:00
7881,Total.Flow,7/4/2017,13,0.224216667,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 13:00
7882,Total.Flow,7/4/2017,14,0.199283333,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 14:00
7883,Total.Flow,7/4/2017,15,0.2874,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 15:00
7884,Total.Flow,7/4/2017,16,0.249166667,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 16:00
7885,Total.Flow,7/4/2017,17,0.249366667,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 17:00
7886,Total.Flow,7/4/2017,18,0.112433333,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 18:00
7887,Total.Flow,7/4/2017,19,0.236466667,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 19:00
7888,Total.Flow,7/4/2017,20,0.085283333,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 20:00
7889,Total.Flow,7/4/2017,21,0.098916667,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 21:00
7890,Total.Flow,7/4/2017,22,0.262266667,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 22:00
7891,Total.Flow,7/4/2017,23,0.2754,GPM,BuildingA,7/4/2017,3,Weekday,7/4/2017 23:00
7892,Total.Flow,7/5/2017,0,0.037416667,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 0:00
7893,Total.Flow,7/5/2017,1,0.012466667,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 1:00
7894,Total.Flow,7/5/2017,2,0.012683333,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 2:00
7895,Total.Flow,7/5/2017,3,0,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 3:00
7896,Total.Flow,7/5/2017,4,0.012466667,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 4:00
7897,Total.Flow,7/5/2017,5,0.024933333,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 5:00
7898,Total.Flow,7/5/2017,6,0.136733333,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 6:00
7899,Total.Flow,7/5/2017,7,0.412133333,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 7:00
7900,Total.Flow,7/5/2017,8,0.7109,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 8:00
7901,Total.Flow,7/5/2017,9,0.535533333,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 9:00
7902,Total.Flow,7/5/2017,10,0.311933333,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 10:00
7903,Total.Flow,7/5/2017,11,0.311333333,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 11:00
7904,Total.Flow,7/5/2017,12,0.0501,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 12:00
7905,Total.Flow,7/5/2017,13,0.112016667,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 13:00
7906,Total.Flow,7/5/2017,14,0.0875,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 14:00
7907,Total.Flow,7/5/2017,15,0.112233333,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 15:00
7908,Total.Flow,7/5/2017,16,0.100166667,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 16:00
7909,Total.Flow,7/5/2017,17,0.761466667,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 17:00
7910,Total.Flow,7/5/2017,18,0.634733333,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 18:00
7911,Total.Flow,7/5/2017,19,0.20035,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 19:00
7912,Total.Flow,7/5/2017,20,0.44825,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 20:00
7913,Total.Flow,7/5/2017,21,0.435583333,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 21:00
7914,Total.Flow,7/5/2017,22,0.311716667,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 22:00
7915,Total.Flow,7/5/2017,23,0.161683333,GPM,BuildingA,7/5/2017,4,Weekday,7/5/2017 23:00
7916,Total.Flow,7/6/2017,0,0.0372,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 0:00
7917,Total.Flow,7/6/2017,1,0,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 1:00
7918,Total.Flow,7/6/2017,2,0.012683333,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 2:00
7919,Total.Flow,7/6/2017,3,0.012466667,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 3:00
7920,Total.Flow,7/6/2017,4,0,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 4:00
7921,Total.Flow,7/6/2017,5,0.024933333,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 5:00
7922,Total.Flow,7/6/2017,6,0.13715,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 6:00
7923,Total.Flow,7/6/2017,7,0.946133333,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 7:00
7924,Total.Flow,7/6/2017,8,0.510366667,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 8:00
7925,Total.Flow,7/6/2017,9,0.324416667,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 9:00
7926,Total.Flow,7/6/2017,10,0.274516667,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 10:00
7927,Total.Flow,7/6/2017,11,0.373666667,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 11:00
7928,Total.Flow,7/6/2017,12,0.137366667,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 12:00
7929,Total.Flow,7/6/2017,13,0.199483333,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 13:00
7930,Total.Flow,7/6/2017,14,0.02495,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 14:00
7931,Total.Flow,7/6/2017,15,0.074833333,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 15:00
7932,Total.Flow,7/6/2017,16,0.0503,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 16:00
7933,Total.Flow,7/6/2017,17,0.087066667,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 17:00
7934,Total.Flow,7/6/2017,18,0.37425,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 18:00
7935,Total.Flow,7/6/2017,19,0.2118,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 19:00
7936,Total.Flow,7/6/2017,20,0.374483333,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 20:00
7937,Total.Flow,7/6/2017,21,0.224683333,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 21:00
7938,Total.Flow,7/6/2017,22,0.0501,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 22:00
7939,Total.Flow,7/6/2017,23,0.024933333,GPM,BuildingA,7/6/2017,5,Weekday,7/6/2017 23:00
7940,Total.Flow,7/7/2017,0,0.012683333,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 0:00
7941,Total.Flow,7/7/2017,1,0,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 1:00
7942,Total.Flow,7/7/2017,2,0.012266667,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 2:00
7943,Total.Flow,7/7/2017,3,0,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 3:00
7944,Total.Flow,7/7/2017,4,0.012466667,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 4:00
7945,Total.Flow,7/7/2017,5,0.012266667,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 5:00
7946,Total.Flow,7/7/2017,6,0.074616667,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 6:00
7947,Total.Flow,7/7/2017,7,0.623816667,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 7:00
7948,Total.Flow,7/7/2017,8,0.5862,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 8:00
7949,Total.Flow,7/7/2017,9,0.0372,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 9:00
7950,Total.Flow,7/7/2017,10,0.173616667,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 10:00
7951,Total.Flow,7/7/2017,11,0.100166667,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 11:00
7952,Total.Flow,7/7/2017,12,0.250616667,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 12:00
7953,Total.Flow,7/7/2017,13,0.324616667,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 13:00
7954,Total.Flow,7/7/2017,14,0.348516667,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 14:00
7955,Total.Flow,7/7/2017,15,0.4738,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 15:00
7956,Total.Flow,7/7/2017,16,0.187033333,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 16:00
7957,Total.Flow,7/7/2017,17,0.112033333,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 17:00
7958,Total.Flow,7/7/2017,18,0.02515,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 18:00
7959,Total.Flow,7/7/2017,19,0.111816667,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 19:00
7960,Total.Flow,7/7/2017,20,0.199716667,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 20:00
7961,Total.Flow,7/7/2017,21,0.462166667,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 21:00
7962,Total.Flow,7/7/2017,22,0.062133333,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 22:00
7963,Total.Flow,7/7/2017,23,0.012466667,GPM,BuildingA,7/7/2017,6,Weekend,7/7/2017 23:00
7964,Total.Flow,7/8/2017,0,0.012266667,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 0:00
7965,Total.Flow,7/8/2017,1,0,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 1:00
7966,Total.Flow,7/8/2017,2,0,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 2:00
7967,Total.Flow,7/8/2017,3,0,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 3:00
7968,Total.Flow,7/8/2017,4,0.087266667,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 4:00
7969,Total.Flow,7/8/2017,5,0.037416667,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 5:00
7970,Total.Flow,7/8/2017,6,0.112233333,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 6:00
7971,Total.Flow,7/8/2017,7,0.411666667,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 7:00
7972,Total.Flow,7/8/2017,8,0.124716667,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 8:00
7973,Total.Flow,7/8/2017,9,0.848716667,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 9:00
7974,Total.Flow,7/8/2017,10,0.249383333,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 10:00
7975,Total.Flow,7/8/2017,11,0.2991,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 11:00
7976,Total.Flow,7/8/2017,12,0.200133333,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 12:00
7977,Total.Flow,7/8/2017,13,0.124283333,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 13:00
7978,Total.Flow,7/8/2017,14,0.037616667,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 14:00
7979,Total.Flow,7/8/2017,15,0.137566667,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 15:00
7980,Total.Flow,7/8/2017,16,0.049883333,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 16:00
7981,Total.Flow,7/8/2017,17,0.561916667,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 17:00
7982,Total.Flow,7/8/2017,18,0.212816667,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 18:00
7983,Total.Flow,7/8/2017,19,0.161283333,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 19:00
7984,Total.Flow,7/8/2017,20,0.050083333,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 20:00
7985,Total.Flow,7/8/2017,21,0.436416667,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 21:00
7986,Total.Flow,7/8/2017,22,0.049466667,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 22:00
7987,Total.Flow,7/8/2017,23,0.024933333,GPM,BuildingA,7/8/2017,7,Weekend,7/8/2017 23:00
7988,Total.Flow,7/9/2017,0,0.024733333,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 0:00
7989,Total.Flow,7/9/2017,1,0,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 1:00
7990,Total.Flow,7/9/2017,2,0.012466667,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 2:00
7991,Total.Flow,7/9/2017,3,0,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 3:00
7992,Total.Flow,7/9/2017,4,0,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 4:00
7993,Total.Flow,7/9/2017,5,0,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 5:00
7994,Total.Flow,7/9/2017,6,0.0748,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 6:00
7995,Total.Flow,7/9/2017,7,0.11245,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 7:00
7996,Total.Flow,7/9/2017,8,0.997283333,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 8:00
7997,Total.Flow,7/9/2017,9,0.212183333,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 9:00
7998,Total.Flow,7/9/2017,10,0.186633333,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 10:00
7999,Total.Flow,7/9/2017,11,0.573516667,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 11:00
8000,Total.Flow,7/9/2017,12,0.186616667,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 12:00
8001,Total.Flow,7/9/2017,13,0.435966667,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 13:00
8002,Total.Flow,7/9/2017,14,0.349733333,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 14:00
8003,Total.Flow,7/9/2017,15,0.336666667,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 15:00
8004,Total.Flow,7/9/2017,16,0,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 16:00
8005,Total.Flow,7/9/2017,17,0.06235,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 17:00
8006,Total.Flow,7/9/2017,18,0.349133333,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 18:00
8007,Total.Flow,7/9/2017,19,0.06255,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 19:00
8008,Total.Flow,7/9/2017,20,0.361383333,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 20:00
8009,Total.Flow,7/9/2017,21,0.1116,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 21:00
8010,Total.Flow,7/9/2017,22,0.137383333,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 22:00
8011,Total.Flow,7/9/2017,23,0,GPM,BuildingA,7/9/2017,1,Weekday,7/9/2017 23:00
8012,Total.Flow,7/10/2017,0,0,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 0:00
8013,Total.Flow,7/10/2017,1,0,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 1:00
8014,Total.Flow,7/10/2017,2,0,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 2:00
8015,Total.Flow,7/10/2017,3,0,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 3:00
8016,Total.Flow,7/10/2017,4,0,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 4:00
8017,Total.Flow,7/10/2017,5,0.049466667,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 5:00
8018,Total.Flow,7/10/2017,6,0.050083333,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 6:00
8019,Total.Flow,7/10/2017,7,0.26185,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 7:00
8020,Total.Flow,7/10/2017,8,0.91015,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 8:00
8021,Total.Flow,7/10/2017,9,0.21175,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 9:00
8022,Total.Flow,7/10/2017,10,0.150266667,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 10:00
8023,Total.Flow,7/10/2017,11,0.360983333,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 11:00
8024,Total.Flow,7/10/2017,12,0.137383333,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 12:00
8025,Total.Flow,7/10/2017,13,0.187016667,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 13:00
8026,Total.Flow,7/10/2017,14,0.2866,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 14:00
8027,Total.Flow,7/10/2017,15,0.075016667,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 15:00
8028,Total.Flow,7/10/2017,16,0.0873,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 16:00
8029,Total.Flow,7/10/2017,17,0.22465,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 17:00
8030,Total.Flow,7/10/2017,18,0.4123,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 18:00
8031,Total.Flow,7/10/2017,19,0.16165,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 19:00
8032,Total.Flow,7/10/2017,20,0.125316667,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 20:00
8033,Total.Flow,7/10/2017,21,0.099966667,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 21:00
8034,Total.Flow,7/10/2017,22,0.074616667,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 22:00
8035,Total.Flow,7/10/2017,23,0.012466667,GPM,BuildingA,7/10/2017,2,Weekday,7/10/2017 23:00
8036,Total.Flow,7/11/2017,0,0.02515,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 0:00
8037,Total.Flow,7/11/2017,1,0,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 1:00
8038,Total.Flow,7/11/2017,2,0,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 2:00
8039,Total.Flow,7/11/2017,3,0.012266667,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 3:00
8040,Total.Flow,7/11/2017,4,0,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 4:00
8041,Total.Flow,7/11/2017,5,0.02495,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 5:00
8042,Total.Flow,7/11/2017,6,0.012466667,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 6:00
8043,Total.Flow,7/11/2017,7,0.248983333,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 7:00
8044,Total.Flow,7/11/2017,8,0.947466667,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 8:00
8045,Total.Flow,7/11/2017,9,0.212183333,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 9:00
8046,Total.Flow,7/11/2017,10,0.21265,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 10:00
8047,Total.Flow,7/11/2017,11,0.09935,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 11:00
8048,Total.Flow,7/11/2017,12,0.285533333,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 12:00
8049,Total.Flow,7/11/2017,13,0.274966667,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 13:00
8050,Total.Flow,7/11/2017,14,0.012683333,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 14:00
8051,Total.Flow,7/11/2017,15,0.050083333,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 15:00
8052,Total.Flow,7/11/2017,16,0.024533333,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 16:00
8053,Total.Flow,7/11/2017,17,0.2502,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 17:00
8054,Total.Flow,7/11/2017,18,0.19995,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 18:00
8055,Total.Flow,7/11/2017,19,0.448483333,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 19:00
8056,Total.Flow,7/11/2017,20,0.099966667,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 20:00
8057,Total.Flow,7/11/2017,21,0.18645,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 21:00
8058,Total.Flow,7/11/2017,22,0.11285,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 22:00
8059,Total.Flow,7/11/2017,23,0.062133333,GPM,BuildingA,7/11/2017,3,Weekday,7/11/2017 23:00
8060,Total.Flow,7/12/2017,0,0,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 0:00
8061,Total.Flow,7/12/2017,1,0,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 1:00
8062,Total.Flow,7/12/2017,2,0,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 2:00
8063,Total.Flow,7/12/2017,3,0,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 3:00
8064,Total.Flow,7/12/2017,4,0,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 4:00
8065,Total.Flow,7/12/2017,5,0.02495,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 5:00
8066,Total.Flow,7/12/2017,6,0.075016667,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 6:00
8067,Total.Flow,7/12/2017,7,0.236466667,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 7:00
8068,Total.Flow,7/12/2017,8,1.107183333,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 8:00
8069,Total.Flow,7/12/2017,9,0.13655,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 9:00
8070,Total.Flow,7/12/2017,10,0.149633333,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 10:00
8071,Total.Flow,7/12/2017,11,0.124283333,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 11:00
8072,Total.Flow,7/12/2017,12,0.08645,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 12:00
8073,Total.Flow,7/12/2017,13,0.199066667,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 13:00
8074,Total.Flow,7/12/2017,14,0.02515,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 14:00
8075,Total.Flow,7/12/2017,15,0.14985,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 15:00
8076,Total.Flow,7/12/2017,16,0.712166667,GPM,BuildingA,7/12/2017,4,Weekday,7/12/2017 16:00
